file,smell,class_name,method,start_line,alone,in_project,new_in_project
eclipse__eclipse.jdt.core__24d47c292ed4/org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/model/TypeHierarchyTests.java,LongMethod,TypeHierarchyTests,testBug507954_0001(),2926,no_new_errors,no_new_errors,
eclipse__eclipse.jdt.core__24d47c292ed4/org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/model/TypeHierarchyTests.java,LongMethod,TypeHierarchyTests,testBug533949(),3020,no_new_errors,no_new_errors,
eclipse__eclipse.jdt.core__24d47c292ed4/org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/model/TypeHierarchyTests.java,LongMethod,TypeHierarchyTests,testBug425111(),3110,no_new_errors,no_new_errors,
eclipse__eclipse.platform.swt__bf870e8ff7e5/bundles/org.eclipse.swt/Eclipse SWT Custom Widgets/common/org/eclipse/swt/custom/CTabFolder.java,BrainMethod,CTabFolder,onDispose(Event),1650,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/bundles/org.eclipse.swt/Eclipse SWT Custom Widgets/common/org/eclipse/swt/custom/CTabFolder.java,LongMethod,CTabFolder,onDispose(Event),1650,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/bundles/org.eclipse.swt/Eclipse SWT Custom Widgets/common/org/eclipse/swt/custom/CTabFolder.java,BrainMethod,CTabFolder,onPageTraversal(Event),1988,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/bundles/org.eclipse.swt/Eclipse SWT Custom Widgets/common/org/eclipse/swt/custom/CTabFolder.java,LongMethod,CTabFolder,onPageTraversal(Event),1988,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/bundles/org.eclipse.swt/Eclipse SWT Custom Widgets/common/org/eclipse/swt/custom/CTabFolder.java,BrainMethod,CTabFolder,onPaint(Event),2034,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/bundles/org.eclipse.swt/Eclipse SWT Custom Widgets/common/org/eclipse/swt/custom/CTabFolder.java,LongMethod,CTabFolder,onPaint(Event),2034,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/bundles/org.eclipse.swt/Eclipse SWT Custom Widgets/common/org/eclipse/swt/custom/CTabFolder.java,BrainMethod,CTabFolder,onSelection(Event),2143,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/bundles/org.eclipse.swt/Eclipse SWT Custom Widgets/common/org/eclipse/swt/custom/CTabFolder.java,LongMethod,CTabFolder,onSelection(Event),2143,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/bundles/org.eclipse.swt/Eclipse SWT Custom Widgets/common/org/eclipse/swt/custom/CTabFolder.java,LongMethod,CTabFolder,onTraverse(Event),2189,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/bundles/org.eclipse.swt/Eclipse SWT Custom Widgets/common/org/eclipse/swt/custom/CTabFolder.java,BrainMethod,CTabFolder,setButtonBounds(GC),2498,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/bundles/org.eclipse.swt/Eclipse SWT Custom Widgets/common/org/eclipse/swt/custom/CTabFolder.java,LongMethod,CTabFolder,setButtonBounds(GC),2498,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/bundles/org.eclipse.swt/Eclipse SWT Custom Widgets/common/org/eclipse/swt/custom/CTabFolder.java,BrainMethod,CTabFolder,setItemLocation(GC),2703,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/bundles/org.eclipse.swt/Eclipse SWT Custom Widgets/common/org/eclipse/swt/custom/CTabFolder.java,LongMethod,CTabFolder,setItemLocation(GC),2703,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/bundles/org.eclipse.swt/Eclipse SWT Custom Widgets/common/org/eclipse/swt/custom/CTabFolder.java,BrainMethod,CTabFolder,updateItems(int),3727,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/bundles/org.eclipse.swt/Eclipse SWT Custom Widgets/common/org/eclipse/swt/custom/CTabFolder.java,LongMethod,CTabFolder,updateItems(int),3727,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/bundles/org.eclipse.swt/Eclipse SWT Custom Widgets/common/org/eclipse/swt/custom/CTabFolder.java,LongMethod,CTabFolder,updateBkImages(),3852,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/bundles/org.eclipse.swt/Eclipse SWT Custom Widgets/common/org/eclipse/swt/custom/CTabFolder.java,DeepNesting,CTabFolder,updateBkImages(),3852,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/bundles/org.eclipse.swt/Eclipse SWT Custom Widgets/common/org/eclipse/swt/custom/CTabFolder.java,LongMethod,CTabFolder,"addTabControl(Control, int, int, boolean)",3934,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/bundles/org.eclipse.swt/Eclipse SWT Custom Widgets/common/org/eclipse/swt/custom/CTabFolder.java,LongMethod,CTabFolder,"removeTabControl(Control, boolean)",4004,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/tests/org.eclipse.swt.tests/JUnit Tests/org/eclipse/swt/tests/junit/Test_org_eclipse_swt_widgets_List.java,LongMethod,Test_org_eclipse_swt_widgets_List,test_addLjava_lang_StringI(),102,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/tests/org.eclipse.swt.tests/JUnit Tests/org/eclipse/swt/tests/junit/Test_org_eclipse_swt_widgets_List.java,LongMethod,Test_org_eclipse_swt_widgets_List,test_addSelectionListenerLorg_eclipse_swt_events_SelectionListener(),162,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/tests/org.eclipse.swt.tests/JUnit Tests/org/eclipse/swt/tests/junit/Test_org_eclipse_swt_widgets_List.java,LongMethod,Test_org_eclipse_swt_widgets_List,test_deselect$I(),250,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/tests/org.eclipse.swt.tests/JUnit Tests/org/eclipse/swt/tests/junit/Test_org_eclipse_swt_widgets_List.java,LongMethod,Test_org_eclipse_swt_widgets_List,test_deselectII(),356,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/tests/org.eclipse.swt.tests/JUnit Tests/org/eclipse/swt/tests/junit/Test_org_eclipse_swt_widgets_List.java,LongMethod,Test_org_eclipse_swt_widgets_List,test_getSelection(),561,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/tests/org.eclipse.swt.tests/JUnit Tests/org/eclipse/swt/tests/junit/Test_org_eclipse_swt_widgets_List.java,LongMethod,Test_org_eclipse_swt_widgets_List,test_remove$I(),879,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/tests/org.eclipse.swt.tests/JUnit Tests/org/eclipse/swt/tests/junit/Test_org_eclipse_swt_widgets_List.java,LongMethod,Test_org_eclipse_swt_widgets_List,test_removeI(),1035,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/tests/org.eclipse.swt.tests/JUnit Tests/org/eclipse/swt/tests/junit/Test_org_eclipse_swt_widgets_List.java,LongMethod,Test_org_eclipse_swt_widgets_List,test_removeII(),1129,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/tests/org.eclipse.swt.tests/JUnit Tests/org/eclipse/swt/tests/junit/Test_org_eclipse_swt_widgets_List.java,LongMethod,Test_org_eclipse_swt_widgets_List,test_removeLjava_lang_String(),1238,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/tests/org.eclipse.swt.tests/JUnit Tests/org/eclipse/swt/tests/junit/Test_org_eclipse_swt_widgets_List.java,LongMethod,Test_org_eclipse_swt_widgets_List,test_select$I(),1298,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/tests/org.eclipse.swt.tests/JUnit Tests/org/eclipse/swt/tests/junit/Test_org_eclipse_swt_widgets_List.java,LongMethod,Test_org_eclipse_swt_widgets_List,test_setItemILjava_lang_String(),1636,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/tests/org.eclipse.swt.tests/JUnit Tests/org/eclipse/swt/tests/junit/Test_org_eclipse_swt_widgets_List.java,LongMethod,Test_org_eclipse_swt_widgets_List,test_setSelection$I(),1769,no_new_errors,compiles,
eclipse__eclipse.platform.swt__bf870e8ff7e5/tests/org.eclipse.swt.tests/JUnit Tests/org/eclipse/swt/tests/junit/Test_org_eclipse_swt_widgets_List.java,LongMethod,Test_org_eclipse_swt_widgets_List,test_setSelection$Ljava_lang_String(),1950,no_new_errors,compiles,
eclipse__eclipse.platform.ui__e3bbb556534a/bundles/org.eclipse.jface/src/org/eclipse/jface/fieldassist/ContentProposalAdapter.java,DeepNesting,ContentProposalAdapter,openProposalPopup(boolean),1844,no_new_errors,compiles,
eclipse__eclipse.platform.ui__e3bbb556534a/bundles/org.eclipse.jface/src/org/eclipse/jface/fieldassist/ContentProposalAdapter.java,LongMethod,ContentProposalPopup,adjustBounds(),649,no_new_errors,compiles,
eclipse__eclipse.platform.ui__e3bbb556534a/bundles/org.eclipse.jface/src/org/eclipse/jface/fieldassist/ContentProposalAdapter.java,LongMethod,InfoPopupDialog,adjustBounds(),455,no_new_errors,compiles,
eclipse__eclipse.platform.ui__e3bbb556534a/bundles/org.eclipse.ui.ide/src/org/eclipse/ui/views/navigator/NavigatorDropAdapter.java,LongMethod,NavigatorDropAdapter,"validateTarget(Object, TransferData)",455,no_new_errors,compiles,
eclipse__elk__9a87764f00d8/plugins/org.eclipse.elk.alg.mrtree/src/org/eclipse/elk/alg/mrtree/p2order/NodeOrderer.java,BrainMethod,NodeOrderer,"orderLevel(LinkedList, IElkProgressMonitor)",87,no_new_errors,no_new_errors,
eclipse__elk__9a87764f00d8/plugins/org.eclipse.elk.alg.mrtree/src/org/eclipse/elk/alg/mrtree/p2order/NodeOrderer.java,LongMethod,NodeOrderer,"orderLevel(LinkedList, IElkProgressMonitor)",87,no_new_errors,no_new_errors,
eclipse__ice__3f6e0265f5b4/org.eclipse.ice.tests.reactor.plant/src/org/eclipse/ice/tests/reactor/plant/HeatExchangerTester.java,LongMethod,HeatExchangerTester,checkEquality(),106,no_new_errors,no_new_errors,
eclipse__org.aspectj__370f291c359c/util/src/main/java/org/aspectj/util/LangUtil.java,LongMethod,LangUtil,"extractOptions(String, String)",477,no_new_errors,no_new_errors,
eclipse__org.aspectj__370f291c359c/util/src/main/java/org/aspectj/util/LangUtil.java,LongMethod,ProcessController,start(),1300,no_new_errors,no_new_errors,
eclipse__packagedrone__3869c1643cdc/bundles/org.apache.jasper.glassfish/src/org/apache/jasper/compiler/ParserController.java,BrainMethod,ParserController,"doParse(String, Node, URL)",199,no_new_errors,no_new_errors,
eclipse__packagedrone__3869c1643cdc/bundles/org.apache.jasper.glassfish/src/org/apache/jasper/compiler/ParserController.java,LongMethod,ParserController,"doParse(String, Node, URL)",199,no_new_errors,no_new_errors,
facebook__buck__1bc8d383ea5c/src/com/facebook/buck/doctor/BuildLogHelper.java,LongMethod,BuildLogHelper,newBuildLogEntry(Path),76,no_new_errors,compiles,
facebook__buck__1bc8d383ea5c/src/com/facebook/buck/event/listener/DistBuildSlaveStateRenderer.java,LongMethod,DistBuildSlaveStateRenderer,"renderStatusLine(long, StringBuilder)",100,no_new_errors,compiles,
facebook__buck__1bc8d383ea5c/third-party/java/dx/src/com/android/dx/dex/file/DebugInfoDecoder.java,BrainMethod,DebugInfoDecoder,"validateEncode0(byte, int, int, boolean, CstMethodRef, DexFile, PositionList, LocalList)",449,no_new_errors,compiles,
facebook__buck__1bc8d383ea5c/third-party/java/dx/src/com/android/dx/dex/file/DebugInfoDecoder.java,LongMethod,DebugInfoDecoder,"validateEncode0(byte, int, int, boolean, CstMethodRef, DexFile, PositionList, LocalList)",449,no_new_errors,compiles,
facebook__buck__1bc8d383ea5c/third-party/java/dx/src/com/android/dx/dex/file/DebugInfoDecoder.java,LongParameterList,DebugInfoDecoder,"validateEncode0(byte, int, int, boolean, CstMethodRef, DexFile, PositionList, LocalList)",449,no_new_errors,compiles,
google__closure-compiler__0393c80ca01b/src/com/google/javascript/jscomp/regex/RegExpTree.java,LongMethod,RegExpTree,"escapeCharOnto(char, StringBuilder)",2245,no_new_errors,no_new_errors,
google__closure-compiler__0393c80ca01b/src/com/google/javascript/jscomp/regex/RegExpTree.java,BrainMethod,Alternation,simplify(String),1252,no_new_errors,no_new_errors,
google__closure-compiler__0393c80ca01b/src/com/google/javascript/jscomp/regex/RegExpTree.java,LongMethod,Alternation,simplify(String),1252,no_new_errors,no_new_errors,
google__closure-compiler__0393c80ca01b/src/com/google/javascript/jscomp/regex/RegExpTree.java,LongMethod,Charset,simplify(String),1795,no_new_errors,no_new_errors,
google__closure-compiler__0393c80ca01b/src/com/google/javascript/jscomp/regex/RegExpTree.java,LongMethod,DecomposedCharset,appendSourceCode(StringBuilder),1945,no_new_errors,no_new_errors,
google__j2objc__471504a735b4/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/util/VTimeZone.java,LongParameterList,VTimeZone,"createRuleByRRULE(String, int, int, long, List, int)",832,no_new_errors,compiles,
google__j2objc__471504a735b4/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/util/VTimeZone.java,LongParameterList,VTimeZone,"createRuleByRDATE(String, int, int, long, List, int)",1190,no_new_errors,compiles,
google__j2objc__471504a735b4/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/util/VTimeZone.java,LongParameterList,VTimeZone,"writeZonePropsByTime(Writer, boolean, String, int, int, long, boolean)",1497,no_new_errors,compiles,
google__j2objc__471504a735b4/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/util/VTimeZone.java,LongParameterList,VTimeZone,"writeZonePropsByDOM(Writer, boolean, String, int, int, int, int, long, long)",1512,no_new_errors,compiles,
google__j2objc__471504a735b4/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/util/VTimeZone.java,LongParameterList,VTimeZone,"writeZonePropsByDOW(Writer, boolean, String, int, int, int, int, int, long, long)",1532,no_new_errors,compiles,
google__j2objc__471504a735b4/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/util/VTimeZone.java,LongParameterList,VTimeZone,"writeZonePropsByDOW_GEQ_DOM(Writer, boolean, String, int, int, int, int, int, long, long)",1553,no_new_errors,compiles,
google__j2objc__471504a735b4/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/util/VTimeZone.java,LongParameterList,VTimeZone,"writeZonePropsByDOW_LEQ_DOM(Writer, boolean, String, int, int, int, int, int, long, long)",1636,no_new_errors,compiles,
google__j2objc__471504a735b4/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/util/VTimeZone.java,LongParameterList,VTimeZone,"writeFinalRule(Writer, boolean, AnnualTimeZoneRule, int, int, long)",1661,no_new_errors,compiles,
google__j2objc__471504a735b4/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/util/VTimeZone.java,LongParameterList,VTimeZone,"beginZoneProps(Writer, boolean, String, int, int, long)",1774,no_new_errors,compiles,
google__j2objc__471504a735b4/jre_emul/android/platform/libcore/ojluni/src/main/java/java/util/concurrent/ConcurrentHashMap.java,BrainMethod,ConcurrentHashMap,readObject(ObjectInputStream),1449,no_new_errors,no_new_errors,
google__j2objc__471504a735b4/jre_emul/android/platform/libcore/ojluni/src/main/java/java/util/concurrent/ConcurrentHashMap.java,LongMethod,ConcurrentHashMap,readObject(ObjectInputStream),1449,no_new_errors,no_new_errors,
linkedin__ambry__1d2e45555605/ambry-tools/src/main/java/com.github.ambry/tools/admin/ServerAdminTool.java,BrainMethod,ServerAdminTool,main(String),261,no_new_errors,no_new_errors,
linkedin__ambry__1d2e45555605/ambry-tools/src/main/java/com.github.ambry/tools/admin/ServerAdminTool.java,LongMethod,ServerAdminTool,main(String),261,no_new_errors,no_new_errors,
oracle__graal__4deb681aaaa7/sulong/projects/com.oracle.truffle.llvm.parser/src/com/oracle/truffle/llvm/parser/metadata/debuginfo/DebugInfoFunctionProcessor.java,BrainMethod,SymbolProcessor,"handleDebugIntrinsic(VoidCallInstruction, boolean)",230,no_new_errors,no_new_errors,
oracle__graal__4deb681aaaa7/sulong/projects/com.oracle.truffle.llvm.parser/src/com/oracle/truffle/llvm/parser/metadata/debuginfo/DebugInfoFunctionProcessor.java,LongMethod,SymbolProcessor,"handleDebugIntrinsic(VoidCallInstruction, boolean)",230,no_new_errors,no_new_errors,
robolectric__robolectric__525bfcfc0e0e/processor/src/main/java/org/robolectric/annotation/processing/generator/ShadowProviderGenerator.java,LongMethod,ShadowProviderGenerator,generate(PrintWriter),67,no_new_errors,no_new_errors,
vmware__admiral__e02d0e77f65d/compute/src/main/java/com/vmware/admiral/compute/container/volume/VolumeUtil.java,LongMethod,VolumeUtil,applyLocalNamedVolumeConstraints(Collection),126,no_new_errors,no_new_errors,
