sample_id,outcome,smell,entity_type,repository,path,start_line,end_line,code_name,detail
8778114,span_mismatch,blob,class,git@github.com:apache/hadoop-common.git,/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/webapp/hamlet/Hamlet.java,1488,2289,org.apache.hadoop.yarn.webapp.hamlet.Hamlet.TH,"ends at 1650, MLCQ says 2289"
9523314,syntax_errors,feature envy,function,git@github.com:apache/hadoop.git,/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/webapp/hamlet/Hamlet.java,26623,26626,org.apache.hadoop.yarn.webapp.hamlet.Hamlet.CODE#a String|String|String,line 26623
8896304,no_file,data class,class,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,233896,233981,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.drop_wm_pool_result.drop_wm_pool_resultStandardScheme,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8902918,no_file,blob,class,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,229053,229057,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.drop_wm_trigger_args.drop_wm_trigger_argsTupleSchemeFactory,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8902566,no_file,feature envy,function,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,93486,93488,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.append_partition_with_environment_context_result#getThriftFieldId,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8904876,no_file,feature envy,function,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,208634,208637,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.mark_compacted_args#clear,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8905404,no_file,data class,class,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,47633,47637,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.create_type_args.create_type_argsStandardSchemeFactory,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8951219,no_file,blob,class,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,12672,12695,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.AsyncClient.abort_txn_call,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8953444,no_file,long method,function,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,82585,82587,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.alter_table_result#read org.apache.thrift.protocol.TProtocol,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8952306,no_file,long method,function,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,98154,98156,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.drop_partition_with_environment_context_args#unsetDb_name,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8914719,no_file,feature envy,function,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,131503,131505,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.alter_partition_with_environment_context_args#unsetEnvironment_context,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8879106,no_file,blob,class,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,149388,149392,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.update_partition_column_statistics_result.update_partition_column_statistics_resultTupleSchemeFactory,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8871773,no_file,blob,class,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,172318,172352,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.list_roles_args.list_roles_argsTupleScheme,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8939140,no_file,long method,function,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,173127,173133,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.grant_revoke_role_args#validate,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8960720,no_file,feature envy,function,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,77510,77514,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.get_table_objects_by_name_req_result#setSuccessIsSet boolean,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8886007,no_file,blob,class,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,18896,18918,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.Processor.cancel_delegation_token,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8955314,no_file,blob,class,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,64633,64676,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.add_check_constraint_args.add_check_constraint_argsStandardScheme,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8968711,no_file,long method,function,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,189784,189794,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.remove_master_key_result#hashCode,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8934244,no_file,long method,function,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,132160,132172,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.alter_partition_with_environment_context_result#isSet _Fields,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8955824,no_file,blob,class,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,241837,241908,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.add_schema_version_result.add_schema_version_resultStandardScheme,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8873169,no_file,long method,function,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,65076,65111,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.add_check_constraint_result.add_check_constraint_resultStandardScheme#read org.apache.thrift.protocol.TProtocol|add_check_constraint_result,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8919445,no_file,long method,function,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,84931,84966,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.alter_table_with_cascade_result.alter_table_with_cascade_resultStandardScheme#read org.apache.thrift.protocol.TProtocol|alter_table_with_cascade_result,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8966555,no_file,long method,function,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,181787,181806,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.set_ugi_result#setFieldValue _Fields|Object,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8916223,no_file,long method,function,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,64134,64149,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.add_default_constraint_result#hashCode,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8931105,no_file,feature envy,function,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,244975,244982,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.drop_schema_version_args#getFieldValue _Fields,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8930850,no_file,data class,class,git@github.com:apache/hive.git,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java,54340,54409,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.get_schema_with_environment_context_args.get_schema_with_environment_context_argsStandardScheme,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
8901898,no_entity,long method,function,git@github.com:apache/hive.git,/llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/OrcEncodedDataReader.java,142,145,org.apache.hadoop.hive.llap.io.encoded.OrcEncodedDataReader#createEncodedColumnBatchPool,line 142
7748135,no_entity,feature envy,function,git@github.com:apache/incubator-brooklyn.git,/brooklyn-library/software/nosql/src/main/java/org/apache/brooklyn/entity/nosql/cassandra/CassandraFabricImpl.java,179,186,org.apache.brooklyn.entity.nosql.cassandra.CassandraFabricImpl#containsDownEntity Set<Entity>,line 179
5627395,no_entity,long method,function,git@github.com:apache/royale-compiler.git,/compiler/src/main/java/org/apache/royale/compiler/internal/as/codegen/ControlFlowContextManager.java,183,187,org.apache.royale.compiler.internal.as.codegen.ControlFlowContextManager#innerToOuter,line 183
5822090,no_file,data class,class,git@github.com:apache/uima-ruta.git,/ruta-core/src/main/java/org/apache/uima/ruta/action/TrimAction.java,37,136,org.apache.uima.ruta.action.TrimAction,ruta-core/src/main/java/org/apache/uima/ruta/action/TrimAction.java
5827650,no_file,data class,class,git@github.com:apache/uima-ruta.git,/ruta-ep-addons/src/main/java/org/apache/uima/ruta/cde/ui/DocumentTableLabelProvider.java,29,85,org.apache.uima.ruta.cde.ui.DocumentTableLabelProvider,ruta-ep-addons/src/main/java/org/apache/uima/ruta/cde/ui/DocumentTableLabelProvider.java
5822952,no_file,blob,class,git@github.com:apache/uima-ruta.git,/ruta-ep-addons/src/main/java/org/apache/uima/ruta/check/AnnotationCheckTreeNodeComparator.java,24,56,org.apache.uima.ruta.check.AnnotationCheckTreeNodeComparator,ruta-ep-addons/src/main/java/org/apache/uima/ruta/check/AnnotationCheckTreeNodeComparator.java
5823351,no_file,data class,class,git@github.com:apache/uima-ruta.git,/ruta-ep-addons/src/main/java/org/apache/uima/ruta/testing/evaluator/FeatureCasEvaluator.java,40,388,org.apache.uima.ruta.testing.evaluator.FeatureCasEvaluator,ruta-ep-addons/src/main/java/org/apache/uima/ruta/testing/evaluator/FeatureCasEvaluator.java
5824343,no_file,feature envy,function,git@github.com:apache/uima-ruta.git,/ruta-core/src/main/java/org/apache/uima/ruta/rule/ComposedRuleElement.java,631,643,org.apache.uima.ruta.rule.ComposedRuleElement#toString,ruta-core/src/main/java/org/apache/uima/ruta/rule/ComposedRuleElement.java
5822785,no_file,blob,class,git@github.com:apache/uima-ruta.git,/ruta-core/src/main/java/org/apache/uima/ruta/condition/CountCondition.java,44,158,org.apache.uima.ruta.condition.CountCondition,ruta-core/src/main/java/org/apache/uima/ruta/condition/CountCondition.java
5820419,no_file,long method,function,git@github.com:apache/uima-ruta.git,/ruta-core/src/main/java/org/apache/uima/ruta/expression/number/NumberFeatureExpression.java,58,63,org.apache.uima.ruta.expression.number.NumberFeatureExpression#getFloatValue MatchContext|RutaStream,ruta-core/src/main/java/org/apache/uima/ruta/expression/number/NumberFeatureExpression.java
5820518,no_file,blob,class,git@github.com:apache/uima-ruta.git,/ruta-core/src/main/java/org/apache/uima/ruta/rule/quantifier/QuestionGreedy.java,33,74,org.apache.uima.ruta.rule.quantifier.QuestionGreedy,ruta-core/src/main/java/org/apache/uima/ruta/rule/quantifier/QuestionGreedy.java
5827363,no_file,data class,class,git@github.com:apache/uima-ruta.git,/ruta-core/src/main/java/org/apache/uima/ruta/action/GetFeatureAction.java,39,124,org.apache.uima.ruta.action.GetFeatureAction,ruta-core/src/main/java/org/apache/uima/ruta/action/GetFeatureAction.java
5827504,no_file,long method,function,git@github.com:apache/uima-ruta.git,/ruta-ep-addons/src/main/java/org/apache/uima/ruta/testing/ui/views/evalDataTable/EvalTableContentProvider.java,29,35,org.apache.uima.ruta.testing.ui.views.evalDataTable.EvalTableContentProvider#getElements Object,ruta-ep-addons/src/main/java/org/apache/uima/ruta/testing/ui/views/evalDataTable/EvalTableContentProvider.java
5894781,no_file,blob,class,git@github.com:apache/webservices-xmlschema.git,/xmlschema-core/src/main/java/org/apache/ws/commons/schema/XmlSchemaChoiceMember.java,28,29,org.apache.ws.commons.schema.XmlSchemaChoiceMember,xmlschema-core/src/main/java/org/apache/ws/commons/schema/XmlSchemaChoiceMember.java
5894798,no_file,feature envy,function,git@github.com:apache/webservices-xmlschema.git,/xmlschema-walker/src/main/java/org/apache/ws/commons/schema/docpath/XmlSchemaPathFinder.java,202,210,org.apache.ws.commons.schema.docpath.XmlSchemaPathFinder.PathSegment#getLength,xmlschema-walker/src/main/java/org/apache/ws/commons/schema/docpath/XmlSchemaPathFinder.java
6002683,no_file,blob,class,git@github.com:apache/wss4j.git,/policy/src/main/java/org/apache/wss4j/policy/model/Trust13.java,30,170,org.apache.wss4j.policy.model.Trust13,policy/src/main/java/org/apache/wss4j/policy/model/Trust13.java
6005367,no_file,long method,function,git@github.com:apache/wss4j.git,/policy/src/main/java/org/apache/wss4j/policy/model/Trust10.java,102,105,org.apache.wss4j.policy.model.Trust10#cloneAssertion Policy,policy/src/main/java/org/apache/wss4j/policy/model/Trust10.java
6005399,no_file,blob,class,git@github.com:apache/wss4j.git,/bindings/src/main/java/org/apache/wss4j/binding/wsu10/TimestampType.java,77,219,org.apache.wss4j.binding.wsu10.TimestampType,bindings/src/main/java/org/apache/wss4j/binding/wsu10/TimestampType.java
7918920,no_file,blob,class,git@github.com:eclipse/bpmn2-modeler.git,/plugins/org.eclipse.bpmn2.modeler.runtime.jboss.jbpm/src/org/eclipse/bpmn2/modeler/runtime/jboss/jbpm5/model/bpsim/FloatingParameterType.java,24,163,org.eclipse.bpmn2.modeler.runtime.jboss.jbpm5.model.bpsim.FloatingParameterType,plugins/org.eclipse.bpmn2.modeler.runtime.jboss.jbpm/src/org/eclipse/bpmn2/modeler/runtime/jboss/jbpm5/model/bpsim/FloatingParameterType.java
7926598,no_file,feature envy,function,git@github.com:eclipse/bpmn2-modeler.git,/plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/property/tasks/MultiInstanceLoopCharacteristicsDetailComposite.java,106,108,org.eclipse.bpmn2.modeler.ui.property.tasks.MultiInstanceLoopCharacteristicsDetailComposite.MultiInstanceLoopCharacteristicsDetailComposite AbstractBpmn2PropertySection,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/property/tasks/MultiInstanceLoopCharacteristicsDetailComposite.java
7926879,no_file,blob,class,git@github.com:eclipse/bpmn2-modeler.git,/plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/preferences/Bpmn2EditorAppearancePreferencePage.java,89,96,org.eclipse.bpmn2.modeler.ui.preferences.Bpmn2EditorAppearancePreferencePage.ShapeStyleList,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/preferences/Bpmn2EditorAppearancePreferencePage.java
7927203,no_file,blob,class,git@github.com:eclipse/bpmn2-modeler.git,/plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/features/lane/RotateLaneFeature.java,23,41,org.eclipse.bpmn2.modeler.ui.features.lane.RotateLaneFeature,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/features/lane/RotateLaneFeature.java
7926125,no_file,long method,function,git@github.com:eclipse/bpmn2-modeler.git,/plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/features/flow/AssociationFeatureContainer.java,384,402,org.eclipse.bpmn2.modeler.ui.features.flow.AssociationFeatureContainer.UpdateAssociationFeature#updateNeeded IUpdateContext,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/features/flow/AssociationFeatureContainer.java
7926909,no_file,feature envy,function,git@github.com:eclipse/bpmn2-modeler.git,/plugins/org.eclipse.bpmn2.modeler.core/src/org/eclipse/bpmn2/modeler/core/utils/GraphicsUtil.java,129,131,org.eclipse.bpmn2.modeler.core.utils.GraphicsUtil.LineSegment.LineSegment Point|Point,plugins/org.eclipse.bpmn2.modeler.core/src/org/eclipse/bpmn2/modeler/core/utils/GraphicsUtil.java
7921668,no_file,blob,class,git@github.com:eclipse/bpmn2-modeler.git,/plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/features/activity/task/ServiceTaskFeatureContainer.java,24,80,org.eclipse.bpmn2.modeler.ui.features.activity.task.ServiceTaskFeatureContainer,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/features/activity/task/ServiceTaskFeatureContainer.java
7927736,no_file,feature envy,function,git@github.com:eclipse/bpmn2-modeler.git,/plugins/org.eclipse.bpmn2.modeler.runtime.jboss.jbpm/src/org/eclipse/bpmn2/modeler/runtime/jboss/jbpm5/model/bpsim/impl/BpsimPackageImpl.java,1130,1132,org.eclipse.bpmn2.modeler.runtime.jboss.jbpm5.model.bpsim.impl.BpsimPackageImpl#getEnumParameterType_ParameterValue,plugins/org.eclipse.bpmn2.modeler.runtime.jboss.jbpm/src/org/eclipse/bpmn2/modeler/runtime/jboss/jbpm5/model/bpsim/impl/BpsimPackageImpl.java
7928090,no_file,feature envy,function,git@github.com:eclipse/bpmn2-modeler.git,/plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/editor/BPMN2EditorUpdateBehavior.java,189,193,org.eclipse.bpmn2.modeler.ui.editor.BPMN2EditorUpdateBehavior.BPMN2EditorWorkspaceCommandStack#handleError Exception,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/editor/BPMN2EditorUpdateBehavior.java
7925698,no_file,blob,class,git@github.com:eclipse/bpmn2-modeler.git,/plugins/org.eclipse.bpmn2.modeler.core/src/org/eclipse/bpmn2/modeler/core/features/event/EventSelectionBehavior.java,27,56,org.eclipse.bpmn2.modeler.core.features.event.EventSelectionBehavior,plugins/org.eclipse.bpmn2.modeler.core/src/org/eclipse/bpmn2/modeler/core/features/event/EventSelectionBehavior.java
7928407,no_file,feature envy,function,git@github.com:eclipse/bpmn2-modeler.git,/plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/editor/BPMN2MultiPageEditor.java,329,336,org.eclipse.bpmn2.modeler.ui.editor.BPMN2MultiPageEditor#addPage int|IEditorPart|IEditorInput,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/editor/BPMN2MultiPageEditor.java
7927341,no_file,data class,class,git@github.com:eclipse/bpmn2-modeler.git,/plugins/org.eclipse.bpmn2.modeler.runtime.jboss.jbpm/src/org/eclipse/bpmn2/modeler/runtime/jboss/jbpm5/model/drools/impl/DroolsFactoryImpl.java,33,331,org.eclipse.bpmn2.modeler.runtime.jboss.jbpm5.model.drools.impl.DroolsFactoryImpl,plugins/org.eclipse.bpmn2.modeler.runtime.jboss.jbpm/src/org/eclipse/bpmn2/modeler/runtime/jboss/jbpm5/model/drools/impl/DroolsFactoryImpl.java
7928347,no_file,feature envy,function,git@github.com:eclipse/bpmn2-modeler.git,/plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/property/dialogs/ViewerFileFilter.java,59,76,org.eclipse.bpmn2.modeler.ui.property.dialogs.ViewerFileFilter#select Viewer|Object|Object,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/property/dialogs/ViewerFileFilter.java
7928095,no_file,long method,function,git@github.com:eclipse/bpmn2-modeler.git,/plugins/org.eclipse.bpmn2.modeler.core/src/org/eclipse/bpmn2/modeler/core/merrimac/clad/ListAndDetailCompositeBase.java,98,108,org.eclipse.bpmn2.modeler.core.merrimac.clad.ListAndDetailCompositeBase#initialize,plugins/org.eclipse.bpmn2.modeler.core/src/org/eclipse/bpmn2/modeler/core/merrimac/clad/ListAndDetailCompositeBase.java
7920669,no_file,long method,function,git@github.com:eclipse/bpmn2-modeler.git,/plugins/org.eclipse.bpmn2.modeler.core/src/org/eclipse/bpmn2/modeler/core/merrimac/dialogs/ComboObjectEditor.java,283,289,org.eclipse.bpmn2.modeler.core.merrimac.dialogs.ComboObjectEditor#getTextValue,plugins/org.eclipse.bpmn2.modeler.core/src/org/eclipse/bpmn2/modeler/core/merrimac/dialogs/ComboObjectEditor.java
7918931,no_file,blob,class,git@github.com:eclipse/bpmn2-modeler.git,/plugins/org.eclipse.bpmn2.modeler.runtime.jboss.jbpm/src/org/eclipse/bpmn2/modeler/runtime/jboss/jbpm5/model/drools/DroolsFactory.java,15,114,org.eclipse.bpmn2.modeler.runtime.jboss.jbpm5.model.drools.DroolsFactory,plugins/org.eclipse.bpmn2.modeler.runtime.jboss.jbpm/src/org/eclipse/bpmn2/modeler/runtime/jboss/jbpm5/model/drools/DroolsFactory.java
7923741,no_file,data class,class,git@github.com:eclipse/bpmn2-modeler.git,/plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/features/artifact/CreateTextAnnotationFeature.java,25,67,org.eclipse.bpmn2.modeler.ui.features.artifact.CreateTextAnnotationFeature,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/features/artifact/CreateTextAnnotationFeature.java
7926604,no_file,long method,function,git@github.com:eclipse/bpmn2-modeler.git,/plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/property/tasks/MultiInstanceLoopCharacteristicsDetailComposite.java,315,358,org.eclipse.bpmn2.modeler.ui.property.tasks.MultiInstanceLoopCharacteristicsDetailComposite#updateWidgets,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/property/tasks/MultiInstanceLoopCharacteristicsDetailComposite.java
7925346,no_file,blob,class,git@github.com:eclipse/bpmn2-modeler.git,/plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/features/flow/DataAssociationFeatureContainer.java,755,820,org.eclipse.bpmn2.modeler.ui.features.flow.DataAssociationFeatureContainer.UpdateDataAssociationFeature,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/features/flow/DataAssociationFeatureContainer.java
7927591,no_file,data class,class,git@github.com:eclipse/bpmn2-modeler.git,/plugins/org.eclipse.bpmn2.modeler.core/src/org/eclipse/bpmn2/modeler/core/builder/BPMN2Builder.java,106,119,org.eclipse.bpmn2.modeler.core.builder.BPMN2Builder.BPMN2ResourceVisitor,plugins/org.eclipse.bpmn2.modeler.core/src/org/eclipse/bpmn2/modeler/core/builder/BPMN2Builder.java
7923456,no_file,long method,function,git@github.com:eclipse/bpmn2-modeler.git,/plugins/org.eclipse.bpmn2.modeler.runtime.jboss.jbpm/src/org/eclipse/bpmn2/modeler/runtime/jboss/jbpm5/property/JbpmIoParametersListComposite.java,109,197,org.eclipse.bpmn2.modeler.runtime.jboss.jbpm5.property.JbpmIoParametersListComposite#getContentProvider EObject|EStructuralFeature|EList<EObject>,plugins/org.eclipse.bpmn2.modeler.runtime.jboss.jbpm/src/org/eclipse/bpmn2/modeler/runtime/jboss/jbpm5/property/JbpmIoParametersListComposite.java
7922186,no_file,blob,class,git@github.com:eclipse/bpmn2-modeler.git,/plugins/org.eclipse.bpmn2.modeler.runtime.jboss.jbpm/src/org/eclipse/bpmn2/modeler/runtime/jboss/jbpm5/property/JbpmSequenceFlowPropertySection.java,31,69,org.eclipse.bpmn2.modeler.runtime.jboss.jbpm5.property.JbpmSequenceFlowPropertySection,plugins/org.eclipse.bpmn2.modeler.runtime.jboss.jbpm/src/org/eclipse/bpmn2/modeler/runtime/jboss/jbpm5/property/JbpmSequenceFlowPropertySection.java
7925259,no_file,feature envy,function,git@github.com:eclipse/bpmn2-modeler.git,/plugins/org.eclipse.bpmn2.modeler.core/src/org/eclipse/bpmn2/modeler/core/di/DIUtils.java,685,743,org.eclipse.bpmn2.modeler.core.di.DIUtils.findBPMNDiagram BaseElement|boolean,plugins/org.eclipse.bpmn2.modeler.core/src/org/eclipse/bpmn2/modeler/core/di/DIUtils.java
6209901,no_entity,long method,function,git@github.com:eclipse/che.git,/ide/commons-gwt/src/main/java/org/eclipse/che/ide/ui/tree/Tree.java,732,736,org.eclipse.che.ide.ui.tree.Tree#onNodeSelected TreeNodeElement<D>|SignalEvent,line 732
6381040,no_entity,long method,function,git@github.com:eclipse/eclipse.platform.ui.git,/tests/org.eclipse.e4.ui.menu.tests.p1/src/org/eclipse/e4/ui/menu/tests/p1/Activator.java,24,28,org.eclipse.e4.ui.menu.tests.p1.Activator#start BundleContext,line 24
