sample_id,smell,entity_type,repository,path,start_line,code_name,reviews,severity_mean,unanimous,fired_strategy,fired_with_size
8230789,long method,function,git@github.com:apache/cocoon.git,/core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/generation/TraversableGenerator.java,387,org.apache.cocoon.generation.TraversableGenerator#addAncestorPath TraversableSource|Stack,2,none,1,0,0
4212572,long method,function,git@github.com:apache/commons-beanutils.git,/src/main/java/org/apache/commons/beanutils2/PropertyUtils.java,458,org.apache.commons.beanutils2.PropertyUtils.getPropertyEditorClass Object|String,6,minor,0,0,0
4214385,long method,function,git@github.com:apache/commons-bsf.git,/src/main/java/org/apache/bsf/engines/netrexx/NetRexxEngine.java,455,org.apache.bsf.engines.netrexx.NetRexxEngine#initialize BSFManager|String|Vector,2,none,1,0,0
4214220,data class,class,git@github.com:apache/commons-bsf.git,/src/main/java/org/apache/bsf/util/event/generator/EventAdapterGenerator.java,46,org.apache.bsf.util.event.generator.EventAdapterGenerator,4,minor,0,0,0
4217515,feature envy,function,git@github.com:apache/commons-chain.git,/base/src/main/java/org/apache/commons/chain2/impl/ContextBase.java,204,org.apache.commons.chain2.impl.ContextBase#entrySet,2,none,1,0,0
4217323,feature envy,function,git@github.com:apache/commons-chain.git,/web/src/main/java/org/apache/commons/chain2/web/faces/FacesWebContext.java,56,org.apache.commons.chain2.web.faces.FacesWebContext.FacesWebContext FacesContext,2,none,1,0,0
4217192,long method,function,git@github.com:apache/commons-chain.git,/web/src/main/java/org/apache/commons/chain2/web/servlet/ServletPathMapper.java,73,"org.apache.commons.chain2.web.servlet.ServletPathMapper#getCatalog ServletWebContext<String, Object>",2,none,1,0,0
4217571,feature envy,function,git@github.com:apache/commons-chain.git,/web/src/main/java/org/apache/commons/chain2/web/servlet/ServletHeaderValuesMap.java,169,org.apache.commons.chain2.web.servlet.ServletHeaderValuesMap.enumerationToArray Enumeration<String>,2,none,1,0,0
4234040,blob,class,git@github.com:apache/commons-collections.git,/src/main/java/org/apache/commons/collections4/iterators/TransformIterator.java,28,org.apache.commons.collections4.iterators.TransformIterator,8,minor,0,0,0
4232859,long method,function,git@github.com:apache/commons-collections.git,/src/main/java/org/apache/commons/collections4/PredicateUtils.java,303,org.apache.commons.collections4.PredicateUtils.orPredicate Predicate<? super T>|Predicate<? super T>,2,none,1,0,0
4232843,blob,class,git@github.com:apache/commons-collections.git,/src/main/java/org/apache/commons/collections4/PredicateUtils.java,71,org.apache.commons.collections4.PredicateUtils,2,none,1,0,1
4232055,data class,class,git@github.com:apache/commons-compress.git,/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveOutputStream.java,1621,org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.UnicodeExtraFieldPolicy,2,none,1,0,0
4229996,data class,class,git@github.com:apache/commons-compress.git,/src/main/java/org/apache/commons/compress/archivers/zip/PKWareExtraHeader.java,66,org.apache.commons.compress.archivers.zip.PKWareExtraHeader,4,minor,0,0,0
4228466,data class,class,git@github.com:apache/commons-compress.git,/src/main/java/org/apache/commons/compress/archivers/jar/JarArchiveInputStream.java,33,org.apache.commons.compress.archivers.jar.JarArchiveInputStream,2,none,1,0,0
4230466,data class,class,git@github.com:apache/commons-configuration.git,/src/main/java/org/apache/commons/configuration2/builder/ReloadingFileBasedConfigurationBuilder.java,62,org.apache.commons.configuration2.builder.ReloadingFileBasedConfigurationBuilder,6,minor,0,0,0
4232438,feature envy,function,git@github.com:apache/commons-crypto.git,/src/main/java/org/apache/commons/crypto/jna/OpenSslJnaCryptoRandom.java,98,org.apache.commons.crypto.jna.OpenSslJnaCryptoRandom#nextBytes byte[],2,none,1,0,0
4236060,feature envy,function,git@github.com:apache/commons-dbcp.git,/src/main/java/org/apache/commons/dbcp2/datasources/InstanceKeyDataSource.java,421,org.apache.commons.dbcp2.datasources.InstanceKeyDataSource#setDefaultTestOnCreate boolean,2,none,1,0,0
4237161,long method,function,git@github.com:apache/commons-dbutils.git,/src/main/java/org/apache/commons/dbutils/ResultSetIterator.java,72,org.apache.commons.dbutils.ResultSetIterator#hasNext,2,none,1,0,0
4238437,data class,class,git@github.com:apache/commons-digester.git,/core/src/main/java/org/apache/commons/digester3/annotations/handlers/FactoryCreateHandler.java,32,org.apache.commons.digester3.annotations.handlers.FactoryCreateHandler,2,none,1,0,0
4240679,data class,class,git@github.com:apache/commons-functor.git,/core/src/main/java/org/apache/commons/functor/range/NumericRange.java,34,org.apache.commons.functor.range.NumericRange,2,none,1,0,0
4240751,data class,class,git@github.com:apache/commons-functor.git,/core/src/main/java/org/apache/commons/functor/core/algorithm/FoldLeft.java,33,org.apache.commons.functor.core.algorithm.FoldLeft,2,none,1,0,0
4239788,blob,class,git@github.com:apache/commons-functor.git,/core/src/main/java/org/apache/commons/functor/range/Range.java,38,org.apache.commons.functor.range.Range,2,none,1,0,0
4244182,blob,class,git@github.com:apache/commons-imaging.git,/src/main/java/org/apache/commons/imaging/formats/png/transparencyfilters/TransparencyFilterTrueColor.java,26,org.apache.commons.imaging.formats.png.transparencyfilters.TransparencyFilterTrueColor,2,none,1,0,0
4241628,blob,class,git@github.com:apache/commons-imaging.git,/src/main/java/org/apache/commons/imaging/formats/jpeg/xmp/JpegRewriter.java,40,org.apache.commons.imaging.formats.jpeg.xmp.JpegRewriter,3,minor,0,0,0
4243718,data class,class,git@github.com:apache/commons-imaging.git,/src/main/java/org/apache/commons/imaging/formats/jpeg/xmp/JpegRewriter.java,90,org.apache.commons.imaging.formats.jpeg.xmp.JpegRewriter.JFIFPieceSegment,2,none,1,0,0
4242529,feature envy,function,git@github.com:apache/commons-imaging.git,/src/main/java/org/apache/commons/imaging/formats/tiff/photometricinterpreters/PhotometricInterpreterCmyk.java,31,org.apache.commons.imaging.formats.tiff.photometricinterpreters.PhotometricInterpreterCmyk#interpretPixel ImageBuilder|int[]|int|int,2,none,1,0,0
4243459,data class,class,git@github.com:apache/commons-io.git,/src/main/java/org/apache/commons/io/monitor/FileAlterationListener.java,29,org.apache.commons.io.monitor.FileAlterationListener,2,none,1,0,0
4242573,feature envy,function,git@github.com:apache/commons-io.git,/src/main/java/org/apache/commons/io/TaggedIOException.java,93,org.apache.commons.io.TaggedIOException.throwCauseIfTaggedWith Throwable|Object,2,none,1,0,0
4248456,data class,class,git@github.com:apache/commons-jcs.git,/commons-jcs-core/src/main/java/org/apache/commons/jcs/utils/discovery/behavior/IDiscoveryListener.java,28,org.apache.commons.jcs.utils.discovery.behavior.IDiscoveryListener,2,none,1,0,0
4248275,blob,class,git@github.com:apache/commons-jcs.git,/src/experimental/org/apache/commons/jcs/auxiliary/lateral/http/server/AbstractDeleteCacheServlet.java,41,org.apache.commons.jcs.auxiliary.lateral.http.server.AbstractDeleteCacheServlet,2,none,1,0,0
4247131,long method,function,git@github.com:apache/commons-jcs.git,/commons-jcs-core/src/main/java/org/apache/commons/jcs/auxiliary/remote/RemoteCacheMonitor.java,70,org.apache.commons.jcs.auxiliary.remote.RemoteCacheMonitor#dispose,2,none,1,0,0
4246529,long method,function,git@github.com:apache/commons-jcs.git,/commons-jcs-core/src/main/java/org/apache/commons/jcs/auxiliary/disk/jdbc/mysql/MySQLTableOptimizer.java,212,org.apache.commons.jcs.auxiliary.disk.jdbc.mysql.MySQLTableOptimizer#getTableStatus Statement,6,none,0,0,0
4246666,data class,class,git@github.com:apache/commons-jcs.git,/auxiliary-builds/jdk14/src/java/org/apache/commons/jcs/auxiliary/lateral/javagroups/LateralGroupCacheJGListener.java,33,org.apache.commons.jcs.auxiliary.lateral.javagroups.LateralGroupCacheJGListener,2,none,1,0,0
4246628,blob,class,git@github.com:apache/commons-jcs.git,/commons-jcs-sandbox/filecache/src/main/java/org/apache/commons/jcs/auxiliary/disk/file/FileDiskCacheAttributes.java,27,org.apache.commons.jcs.auxiliary.disk.file.FileDiskCacheAttributes,4,minor,0,0,0
8192759,data class,class,git@github.com:apache/commons-jelly.git,/jelly-tags/define/src/main/java/org/apache/commons/jelly/tags/define/TagTag.java,32,org.apache.commons.jelly.tags.define.TagTag,8,minor,0,0,0
8190652,blob,class,git@github.com:apache/commons-jelly.git,/core/src/main/java/org/apache/commons/jelly/tags/core/NewTag.java,33,org.apache.commons.jelly.tags.core.NewTag,2,none,1,0,0
8192330,data class,class,git@github.com:apache/commons-jelly.git,/jelly-tags/util/src/main/java/org/apache/commons/jelly/tags/util/FileTag.java,33,org.apache.commons.jelly.tags.util.FileTag,2,none,1,0,0
4251331,blob,class,git@github.com:apache/commons-jexl.git,/src/main/java/org/apache/commons/jexl3/JexlException.java,699,org.apache.commons.jexl3.JexlException.Operator,2,none,1,0,0
4249169,data class,class,git@github.com:apache/commons-jxpath.git,/src/main/java/org/apache/commons/jxpath/JXPathFunctionNotFoundException.java,26,org.apache.commons.jxpath.JXPathFunctionNotFoundException,2,none,1,0,0
4249533,long method,function,git@github.com:apache/commons-jxpath.git,/src/main/java/org/apache/commons/jxpath/ri/model/dom/DOMNodePointer.java,672,org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.getNamespaceURI Node,6,minor,0,0,0
4275268,long method,function,git@github.com:apache/commons-math.git,/src/main/java/org/apache/commons/math4/util/FastMath.java,4341,org.apache.commons.math4.util.FastMath.CodyWaite#getRemB,2,none,1,0,0
4276865,long method,function,git@github.com:apache/commons-math.git,/src/main/java/org/apache/commons/math4/ml/clustering/KMeansPlusPlusClusterer.java,456,org.apache.commons.math4.ml.clustering.KMeansPlusPlusClusterer#getPointFromLargestNumberCluster Collection<? extends Cluster<T>>,2,none,1,0,0
4264057,long method,function,git@github.com:apache/commons-math.git,/src/main/java/org/apache/commons/math4/stat/correlation/KendallsCorrelation.java,154,org.apache.commons.math4.stat.correlation.KendallsCorrelation#correlation double[]|double[],8,minor,0,1,1
4271174,data class,class,git@github.com:apache/commons-math.git,/src/main/java/org/apache/commons/math4/stat/descriptive/moment/SecondMoment.java,48,org.apache.commons.math4.stat.descriptive.moment.SecondMoment,2,none,1,0,0
4273448,blob,class,git@github.com:apache/commons-math.git,/src/main/java/org/apache/commons/math4/ode/nonstiff/MidpointFieldIntegrator.java,49,org.apache.commons.math4.ode.nonstiff.MidpointFieldIntegrator,2,none,1,0,0
4276035,long method,function,git@github.com:apache/commons-math.git,/src/main/java/org/apache/commons/math4/ode/nonstiff/AdamsFieldStepInterpolator.java,70,org.apache.commons.math4.ode.nonstiff.AdamsFieldStepInterpolator.AdamsFieldStepInterpolator T|FieldODEStateAndDerivative<T>|T[]|Array2DRowFieldMatrix<T>|boolean|FieldODEStateAndDerivative<T>|FieldODEStateAndDerivative<T>|FieldEquationsMapper<T>,2,none,1,0,0
4258053,data class,class,git@github.com:apache/commons-net.git,/src/main/java/org/apache/commons/net/ftp/parser/VMSVersioningFTPEntryParser.java,46,org.apache.commons.net.ftp.parser.VMSVersioningFTPEntryParser,2,none,1,0,0
4257056,data class,class,git@github.com:apache/commons-net.git,/src/main/java/org/apache/commons/net/finger/FingerClient.java,53,org.apache.commons.net.finger.FingerClient,2,none,1,0,0
4258444,feature envy,function,git@github.com:apache/commons-net.git,/src/main/java/org/apache/commons/net/ftp/FTPClient.java,2559,org.apache.commons.net.ftp.FTPClient#mlistDir String|FTPFileFilter,2,none,1,0,0
4256584,long method,function,git@github.com:apache/commons-net.git,/src/main/java/org/apache/commons/net/discard/DiscardUDPClient.java,63,org.apache.commons.net.discard.DiscardUDPClient#send byte[]|int|InetAddress|int,4,minor,0,0,0
4257893,feature envy,function,git@github.com:apache/commons-numbers.git,/commons-numbers-combinatorics/src/main/java/org/apache/commons/numbers/combinatorics/Combinations.java,382,org.apache.commons.numbers.combinatorics.Combinations.LexicographicComparator#compare int[]|int[],2,none,1,0,0
4260514,feature envy,function,git@github.com:apache/commons-ognl.git,/src/benchmarks/java/org/apache/commons/ognl/performance/invocation/GetConstructorsInvocation.java,47,org.apache.commons.ognl.performance.invocation.GetConstructorsInvocation#invoke Class<?>,2,none,1,0,0
4259369,feature envy,function,git@github.com:apache/commons-pool.git,/src/main/java/org/apache/commons/pool2/impl/GenericKeyedObjectPool.java,1387,org.apache.commons.pool2.impl.GenericKeyedObjectPool#getNumWaitersByKey,2,none,1,0,0
4260510,data class,class,git@github.com:apache/commons-proxy.git,/core/src/main/java/org/apache/commons/proxy2/stub/BaseTrainer.java,243,org.apache.commons.proxy2.stub.BaseTrainer.WhenFloatArray,2,none,1,0,0
4266432,long method,function,git@github.com:apache/commons-text.git,/src/main/java/org/apache/commons/text/similarity/LevenshteinDistance.java,131,org.apache.commons.text.similarity.LevenshteinDistance#getThreshold,2,none,1,0,0
4265826,feature envy,function,git@github.com:apache/commons-text.git,/src/main/java/org/apache/commons/text/TextStringBuilder.java,1173,org.apache.commons.text.TextStringBuilder#appendln boolean,2,none,1,0,0
4272190,data class,class,git@github.com:apache/commons-validator.git,/src/main/java/org/apache/commons/validator/routines/checkdigit/LuhnCheckDigit.java,40,org.apache.commons.validator.routines.checkdigit.LuhnCheckDigit,2,none,1,0,0
4272508,blob,class,git@github.com:apache/commons-validator.git,/src/example/org/apache/commons/validator/example/ValidateExample.java,48,org.apache.commons.validator.example.ValidateExample,2,none,1,0,0
4273565,long method,function,git@github.com:apache/commons-vfs.git,/commons-vfs2/src/main/java/org/apache/commons/vfs2/provider/AbstractFileSystem.java,113,org.apache.commons.vfs2.provider.AbstractFileSystem#init,2,none,1,0,0
4277815,data class,class,git@github.com:apache/creadur-rat.git,/apache-rat-core/src/main/java/org/apache/rat/document/UnsuitableDocumentException.java,25,org.apache.rat.document.UnsuitableDocumentException,2,none,1,0,0
4282818,data class,class,git@github.com:apache/crunch.git,/crunch-core/src/main/java/org/apache/crunch/impl/mr/run/CrunchInputFormat.java,39,org.apache.crunch.impl.mr.run.CrunchInputFormat,6,none,0,0,0
4282272,feature envy,function,git@github.com:apache/crunch.git,/crunch-core/src/main/java/org/apache/crunch/lib/sort/TotalOrderPartitioner.java,136,org.apache.crunch.lib.sort.TotalOrderPartitioner.BinarySearchNode.BinarySearchNode K[]|RawComparator<K>,2,none,1,0,0
4283493,blob,class,git@github.com:apache/crunch.git,/crunch-core/src/main/java/org/apache/crunch/impl/mr/run/CrunchMapper.java,26,org.apache.crunch.impl.mr.run.CrunchMapper,2,none,1,0,0
4281055,blob,class,git@github.com:apache/crunch.git,/crunch-core/src/main/java/org/apache/crunch/io/parquet/AvroParquetFileTarget.java,110,org.apache.crunch.io.parquet.AvroParquetFileTarget.CrunchAvroWriteSupport,2,none,1,0,0
4283097,blob,class,git@github.com:apache/crunch.git,/crunch-core/src/main/java/org/apache/crunch/types/PTypes.java,140,org.apache.crunch.types.PTypes.JacksonInputMapFn,2,none,1,0,0
4285911,data class,class,git@github.com:apache/crunch.git,/crunch-contrib/src/main/java/org/apache/crunch/contrib/text/AbstractSimpleExtractor.java,28,org.apache.crunch.contrib.text.AbstractSimpleExtractor,6,minor,0,0,0
4287634,long method,function,git@github.com:apache/crunch.git,/crunch-hbase/src/it/java/org/apache/crunch/io/hbase/WordCountHBaseIT.java,124,org.apache.crunch.io.hbase.WordCountHBaseIT#setUp,2,none,1,0,0
4285731,blob,class,git@github.com:apache/crunch.git,/crunch-core/src/main/java/org/apache/crunch/io/text/LineParser.java,40,org.apache.crunch.io.text.LineParser,2,none,1,0,0
4282143,long method,function,git@github.com:apache/curator.git,/curator-framework/src/main/java/org/apache/curator/framework/imps/CuratorEventImpl.java,112,org.apache.curator.framework.imps.CuratorEventImpl#toString,2,none,1,0,0
4278771,blob,class,git@github.com:apache/curator.git,/curator-x-async/src/main/java/org/apache/curator/x/async/modeled/typed/TypedZPath.java,60,org.apache.curator.x.async.modeled.typed.TypedZPath,2,none,1,0,0
4288257,long method,function,git@github.com:apache/cxf-fediz.git,/plugins/websphere/src/main/java/org/apache/cxf/fediz/was/servlet/filter/SecurityContextTTLChecker.java,123,org.apache.cxf.fediz.was.servlet.filter.SecurityContextTTLChecker#checkSecurityToken FedizResponse,2,none,1,0,0
4289354,blob,class,git@github.com:apache/cxf-fediz.git,/services/idp-core/src/main/java/org/apache/cxf/fediz/service/idp/rest/Roles.java,29,org.apache.cxf.fediz.service.idp.rest.Roles,6,minor,0,0,0
4369677,blob,class,git@github.com:apache/cxf.git,/rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/DestinationSequence.java,565,org.apache.cxf.ws.rm.DestinationSequence.SequenceTermination,6,none,0,0,0
4370541,blob,class,git@github.com:apache/cxf.git,/rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/interceptor/JAXRSOutInterceptor.java,73,org.apache.cxf.jaxrs.interceptor.JAXRSOutInterceptor,6,minor,0,1,1
4371699,long method,function,git@github.com:apache/cxf.git,/core/src/main/java/org/apache/cxf/staxutils/DelegatingXMLStreamWriter.java,126,org.apache.cxf.staxutils.DelegatingXMLStreamWriter#writeEntityRef String,2,none,1,0,0
4371297,long method,function,git@github.com:apache/cxf.git,/core/src/main/java/org/apache/cxf/databinding/source/XMLStreamDataWriter.java,183,org.apache.cxf.databinding.source.XMLStreamDataWriter.MtomValidationErrorHandler.MtomValidationErrorHandler ErrorHandler|Node,2,none,1,0,0
4371368,long method,function,git@github.com:apache/cxf.git,/rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/WrappedService.java,143,org.apache.cxf.ws.rm.WrappedService#keySet,2,none,1,0,0
4371443,long method,function,git@github.com:apache/cxf.git,/rt/rs/security/sso/oidc/src/main/java/org/apache/cxf/rs/security/oidc/utils/OidcUtils.java,113,org.apache.cxf.rs.security.oidc.utils.OidcUtils.getOpenIdScope,2,none,1,0,0
4372641,long method,function,git@github.com:apache/cxf.git,/core/src/main/java/org/apache/cxf/bus/managers/ClientLifeCycleManagerImpl.java,60,org.apache.cxf.bus.managers.ClientLifeCycleManagerImpl#clientCreated Client,2,none,1,0,0
4404823,blob,class,git@github.com:apache/cxf.git,/integration/tracing/tracing-brave/src/main/java/org/apache/cxf/tracing/brave/AbstractBraveClientProvider.java,41,org.apache.cxf.tracing.brave.AbstractBraveClientProvider,6,none,0,0,0
4404036,long method,function,git@github.com:apache/cxf.git,/rt/rs/security/jose-parent/jose/src/main/java/org/apache/cxf/rs/security/jose/jwk/JsonWebKeys.java,37,org.apache.cxf.rs.security.jose.jwk.JsonWebKeys.JsonWebKeys JsonWebKey,2,none,1,0,0
4413486,long method,function,git@github.com:apache/cxf.git,/rt/bindings/soap/src/main/java/org/apache/cxf/binding/soap/SoapBindingFactory.java,317,org.apache.cxf.binding.soap.SoapBindingFactory#setupHeaders BindingOperationInfo|BindingMessageInfo|BindingMessageInfo|MessageInfo|SoapBindingConfiguration,4,none,1,0,0
4392544,long method,function,git@github.com:apache/cxf.git,/rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/RMEndpoint.java,276,org.apache.cxf.ws.rm.RMEndpoint#getConfiguration,2,none,1,0,0
4380229,feature envy,function,git@github.com:apache/cxf.git,/tools/corba/src/main/java/org/apache/cxf/tools/corba/processors/idl/TypeDclVisitor.java,37,org.apache.cxf.tools.corba.processors.idl.TypeDclVisitor.accept AST,2,none,1,0,0
4383044,long method,function,git@github.com:apache/cxf.git,/rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/JAXRSBinding.java,31,org.apache.cxf.jaxrs.JAXRSBinding.JAXRSBinding BindingInfo,2,none,1,0,0
4395308,long method,function,git@github.com:apache/cxf.git,/services/wsn/wsn-api/src/main/java/org/apache/cxf/wsn/client/CreatePullPoint.java,58,org.apache.cxf.wsn.client.CreatePullPoint#create String,8,none,0,0,0
4364314,long method,function,git@github.com:apache/cxf.git,/core/src/main/java/org/apache/cxf/common/logging/AbstractDelegatingLogger.java,257,org.apache.cxf.common.logging.AbstractDelegatingLogger#finer String,2,none,1,0,0
4400511,blob,class,git@github.com:apache/cxf.git,/rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/RMDeliveryInterceptor.java,39,org.apache.cxf.ws.rm.RMDeliveryInterceptor,2,none,1,0,0
4402431,feature envy,function,git@github.com:apache/cxf.git,/rt/rs/security/jose-parent/jose/src/main/java/org/apache/cxf/rs/security/jose/jwk/JwkUtils.java,448,org.apache.cxf.rs.security.jose.jwk.JwkUtils.fromRSAPrivateKey RSAPrivateKey|String|String,6,minor,0,1,1
4394144,blob,class,git@github.com:apache/cxf.git,/rt/rs/extensions/rx2/src/main/java/org/apache/cxf/jaxrs/rx2/client/FlowableRxInvoker.java,29,org.apache.cxf.jaxrs.rx2.client.FlowableRxInvoker,6,minor,0,0,0
4413679,long method,function,git@github.com:apache/cxf.git,/testutils/src/main/java/org/apache/cxf/testutil/recorders/OutMessageRecorder.java,84,org.apache.cxf.testutil.recorders.OutMessageRecorder.RecorderCallback#onClose CachedOutputStream,2,none,1,0,0
4364662,long method,function,git@github.com:apache/cxf.git,/rt/rs/security/jose-parent/jose-jaxrs/src/main/java/org/apache/cxf/rs/security/jose/jaxrs/JsonWebKeysProvider.java,62,"org.apache.cxf.rs.security.jose.jaxrs.JsonWebKeysProvider#writeTo JsonWebKeys|Class<?>|Type|Annotation[]|MediaType|MultivaluedMap<String, Object>|OutputStream",2,none,1,0,0
4368201,data class,class,git@github.com:apache/cxf.git,/tools/corba/src/main/java/org/apache/cxf/tools/corba/processors/idl/TypedefVisitor.java,34,org.apache.cxf.tools.corba.processors.idl.TypedefVisitor,1,none,1,0,0
4367124,blob,class,git@github.com:apache/cxf.git,/tools/corba/src/main/java/org/apache/cxf/tools/corba/processors/idl/ParamTypeSpecVisitor.java,28,org.apache.cxf.tools.corba.processors.idl.ParamTypeSpecVisitor,2,none,1,0,0
4373673,blob,class,git@github.com:apache/cxf.git,/rt/rs/security/jose-parent/jose/src/main/java/org/apache/cxf/rs/security/jose/jws/JwsJsonSignatureEntry.java,34,org.apache.cxf.rs.security.jose.jws.JwsJsonSignatureEntry,2,none,1,0,0
4413114,blob,class,git@github.com:apache/cxf.git,/distribution/src/main/release/samples/jax_rs/spring_security/src/main/java/demo/jaxrs/service/Product.java,23,demo.jaxrs.service.Product,10,minor,0,0,0
4371663,blob,class,git@github.com:apache/cxf.git,/tools/validator/src/main/java/org/apache/cxf/tools/validator/internal/MIMEBindingValidator.java,37,org.apache.cxf.tools.validator.internal.MIMEBindingValidator,2,none,1,0,0
4400338,blob,class,git@github.com:apache/cxf.git,/core/src/main/java/org/apache/cxf/configuration/ConfigurationException.java,25,org.apache.cxf.configuration.ConfigurationException,2,none,1,0,0
4410714,blob,class,git@github.com:apache/cxf.git,/rt/ws/security/src/main/java/org/apache/cxf/ws/security/policy/interceptors/HttpsTokenInterceptorProvider.java,191,org.apache.cxf.ws.security.policy.interceptors.HttpsTokenInterceptorProvider.HttpsTokenInInterceptor,4,minor,0,0,0
4415593,long method,function,git@github.com:apache/cxf.git,/rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/provider/StreamingResponseProvider.java,86,org.apache.cxf.jaxrs.provider.StreamingResponseProvider.StreamingResponseWriter#write T,2,none,1,0,0
4368175,data class,class,git@github.com:apache/cxf.git,/maven-plugins/wadl2java-plugin/src/main/java/org/apache/cxf/maven_plugin/common/ForkOnceCodeGenerator.java,30,org.apache.cxf.maven_plugin.common.ForkOnceCodeGenerator,2,none,1,0,0
4290693,data class,class,git@github.com:apache/datafu.git,/datafu-hourglass/src/main/java/datafu/hourglass/schemas/PartitionCollapsingSchemas.java,41,datafu.hourglass.schemas.PartitionCollapsingSchemas,6,minor,0,0,0
4292651,blob,class,git@github.com:apache/deltaspike.git,/deltaspike/modules/security/api/src/main/java/org/apache/deltaspike/security/api/authorization/AccessDeniedException.java,27,org.apache.deltaspike.security.api.authorization.AccessDeniedException,2,none,1,0,0
4295235,blob,class,git@github.com:apache/deltaspike.git,/deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/config/EnvironmentPropertyConfigSource.java,30,org.apache.deltaspike.core.impl.config.EnvironmentPropertyConfigSource,2,none,1,0,0
4292390,blob,class,git@github.com:apache/deltaspike.git,/deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/crypto/DefaultCipherService.java,39,org.apache.deltaspike.core.impl.crypto.DefaultCipherService,2,none,1,0,0
4291944,long method,function,git@github.com:apache/deltaspike.git,/deltaspike/modules/jsf/impl/src/main/java/org/apache/deltaspike/jsf/impl/injection/DependentBeanEntry.java,33,org.apache.deltaspike.jsf.impl.injection.DependentBeanEntry.DependentBeanEntry T|Bean<?>|CreationalContext<T>,2,none,1,0,0
4325541,blob,class,git@github.com:apache/derby.git,/java/org.apache.derby.tests/org/apache/derbyTesting/system/nstest/NsTestPrintStream.java,31,org.apache.derbyTesting.system.nstest.NsTestPrintStream,6,none,0,0,1
4329197,blob,class,git@github.com:apache/derby.git,/java/org.apache.derby.client/org/apache/derby/client/am/ClientMessageId.java,30,org.apache.derby.client.am.ClientMessageId,2,none,1,0,0
4348567,blob,class,git@github.com:apache/derby.git,/java/org.apache.derby.engine/org/apache/derby/impl/services/uuid/BasicUUID.java,36,org.apache.derby.impl.services.uuid.BasicUUID,6,none,0,0,0
4345368,feature envy,function,git@github.com:apache/derby.git,/java/org.apache.derby.tests/org/apache/derbyTesting/functionTests/tests/compatibility/helpers/DummyBlob.java,93,org.apache.derbyTesting.functionTests.tests.compatibility.helpers.DummyBlob#setBinaryStream long,2,none,1,0,0
4329859,blob,class,git@github.com:apache/derby.git,/java/org.apache.derby.client/org/apache/derby/client/net/NetAgent.java,43,org.apache.derby.client.net.NetAgent,8,minor,0,1,1
4357819,data class,class,git@github.com:apache/derby.git,/java/org.apache.derby.tests/org/apache/derbyTesting/functionTests/tests/jdbcapi/AssertEventCatcher.java,26,org.apache.derbyTesting.functionTests.tests.jdbcapi.AssertEventCatcher,2,none,1,0,0
4350115,feature envy,function,git@github.com:apache/derby.git,/java/org.apache.derby.engine/org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java,10008,org.apache.derby.impl.sql.catalog.DataDictionaryImpl.getIndexRowFromHeapRow IndexRowGenerator|RowLocation|ExecRow,2,none,1,0,0
4327219,long method,function,git@github.com:apache/derby.git,/java/org.apache.derby.tests/org/apache/derbyTesting/functionTests/tests/lang/AnsiSignatures.java,818,org.apache.derbyTesting.functionTests.tests.lang.AnsiSignatures.double_double_double Blob,2,none,1,0,0
4322779,long method,function,git@github.com:apache/derby.git,/java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/DeleteResultSet.java,649,org.apache.derby.impl.sql.execute.DeleteResultSet#close,2,none,1,0,0
4318095,long method,function,git@github.com:apache/derby.git,/java/org.apache.derby.engine/org/apache/derby/impl/sql/catalog/DDdependableFinder.java,201,org.apache.derby.impl.sql.catalog.DDdependableFinder#getDependable DataDictionary|UUID,2,none,1,0,0
4345393,data class,class,git@github.com:apache/derby.git,/java/org.apache.derby.engine/org/apache/derby/impl/store/raw/xact/EscalateContainerKey.java,29,org.apache.derby.impl.store.raw.xact.EscalateContainerKey,2,none,1,0,0
4331802,data class,class,git@github.com:apache/derby.git,/java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/CreateViewConstantAction.java,71,org.apache.derby.impl.sql.execute.CreateViewConstantAction,2,none,1,0,0
4357598,feature envy,function,git@github.com:apache/derby.git,/java/org.apache.derby.engine/org/apache/derby/impl/store/raw/RawStore.java,2953,org.apache.derby.impl.store.raw.RawStore.bootServiceModule boolean|Object|String|Properties,2,none,1,0,0
4316776,long method,function,git@github.com:apache/derby.git,/java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/AutoincrementCounter.java,130,org.apache.derby.impl.sql.execute.AutoincrementCounter#update long,2,none,1,0,0
