sample_id,smell,variant,fired_pmd,fired_ours,actual
8424288,feature envy,law_of_demeter,0,,0
8423835,feature envy,law_of_demeter,0,,0
8416563,blob,strategy,0,0,0
8416563,blob,with_size,0,0,0
8429775,long method,strategy,0,0,0
8431225,feature envy,law_of_demeter,0,,0
8430479,feature envy,law_of_demeter,0,,0
8428144,blob,strategy,0,0,1
8428144,blob,with_size,0,0,1
8430991,feature envy,law_of_demeter,0,,0
8389037,long method,strategy,0,0,1
8432596,long method,strategy,0,0,0
8432784,long method,strategy,0,0,0
8432331,data class,strategy,0,0,0
8436618,feature envy,law_of_demeter,0,,0
8435790,long method,strategy,0,0,0
8455319,blob,strategy,0,0,0
8455319,blob,with_size,0,0,0
8455135,feature envy,law_of_demeter,0,,0
8421755,feature envy,law_of_demeter,0,,0
8397966,blob,strategy,0,0,0
8397966,blob,with_size,0,0,0
8437805,feature envy,law_of_demeter,0,,0
8411640,data class,strategy,0,0,0
8417826,blob,strategy,1,0,0
8417826,blob,with_size,1,1,0
8401179,data class,strategy,0,0,0
8408651,blob,strategy,0,0,0
8408651,blob,with_size,0,0,0
8382642,long method,strategy,0,0,1
8439567,blob,strategy,0,0,0
8439567,blob,with_size,0,0,0
8420313,long method,strategy,0,0,0
8452328,long method,strategy,0,0,0
8404033,long method,strategy,0,0,0
8427386,blob,strategy,0,0,1
8427386,blob,with_size,0,0,1
8442950,blob,strategy,0,0,1
8442950,blob,with_size,0,1,1
8457240,blob,strategy,0,0,0
8457240,blob,with_size,0,0,0
8413074,long method,strategy,0,0,0
8403578,data class,strategy,1,1,1
8436827,blob,strategy,0,0,1
8436827,blob,with_size,0,0,1
8406115,blob,strategy,0,0,0
8406115,blob,with_size,0,0,0
8443434,feature envy,law_of_demeter,0,,0
8435719,data class,strategy,0,0,0
8432933,feature envy,law_of_demeter,0,,0
8387546,blob,strategy,0,0,0
8387546,blob,with_size,0,0,0
8410032,data class,strategy,0,0,0
8433766,blob,strategy,0,0,1
8433766,blob,with_size,0,0,1
8387845,blob,strategy,0,0,1
8387845,blob,with_size,0,0,1
8435822,blob,strategy,0,0,0
8435822,blob,with_size,0,0,0
8441008,blob,strategy,0,0,1
8441008,blob,with_size,0,1,1
8418051,blob,strategy,0,0,0
8418051,blob,with_size,0,0,0
8460181,blob,strategy,0,0,1
8460181,blob,with_size,0,0,1
8395860,blob,strategy,0,0,1
8395860,blob,with_size,0,0,1
8461674,feature envy,law_of_demeter,0,,0
8437389,feature envy,law_of_demeter,0,,0
8409842,long method,strategy,0,0,0
8457702,feature envy,law_of_demeter,0,,0
8430551,long method,strategy,0,0,0
8443651,feature envy,law_of_demeter,0,,0
8443917,blob,strategy,0,0,0
8443917,blob,with_size,0,0,0
8412377,data class,strategy,0,0,0
8425397,blob,strategy,0,0,0
8425397,blob,with_size,0,0,0
8402603,long method,strategy,0,0,0
4197096,blob,strategy,0,0,0
4197096,blob,with_size,0,0,0
4195808,long method,strategy,0,0,0
4195038,long method,strategy,0,0,0
4218788,blob,strategy,0,0,0
4218788,blob,with_size,0,0,0
4219128,long method,strategy,0,0,0
4218342,blob,strategy,0,0,0
4218342,blob,with_size,0,0,0
4218038,feature envy,law_of_demeter,0,,0
4217466,data class,strategy,0,0,0
4185249,feature envy,law_of_demeter,0,,0
4221494,blob,strategy,0,0,0
4221494,blob,with_size,0,0,0
4218453,long method,strategy,0,0,0
4218981,blob,strategy,0,0,0
4218981,blob,with_size,0,0,0
4206321,data class,strategy,0,0,0
4222354,long method,strategy,0,0,0
4184807,feature envy,law_of_demeter,0,,0
4192613,data class,strategy,0,0,0
4197031,long method,strategy,0,0,0
4210395,data class,strategy,0,0,0
4206958,long method,strategy,0,0,0
4205773,blob,strategy,0,0,1
4205773,blob,with_size,0,0,1
4222807,long method,strategy,0,0,0
4210356,long method,strategy,0,0,0
4197753,feature envy,law_of_demeter,0,,0
4221930,data class,strategy,0,0,0
4220805,data class,strategy,0,0,0
4207492,blob,strategy,0,0,0
4207492,blob,with_size,0,0,0
4175432,blob,strategy,0,0,0
4175432,blob,with_size,0,0,0
4176983,blob,strategy,0,0,0
4176983,blob,with_size,0,0,0
4194832,blob,strategy,0,0,0
4194832,blob,with_size,0,0,0
4198515,blob,strategy,0,0,0
4198515,blob,with_size,0,0,0
4197431,long method,strategy,0,0,0
4171343,long method,strategy,0,0,0
4177719,data class,strategy,0,0,0
4175236,feature envy,law_of_demeter,0,,1
4188059,long method,strategy,0,0,0
4185136,data class,strategy,0,0,0
4189945,data class,strategy,0,0,1
4179381,data class,strategy,0,0,0
4193150,blob,strategy,0,0,0
4193150,blob,with_size,0,0,0
4188990,long method,strategy,0,0,0
4191189,blob,strategy,0,0,0
4191189,blob,with_size,0,0,0
4199164,blob,strategy,0,0,1
4199164,blob,with_size,0,0,1
4172580,data class,strategy,0,0,0
4169376,data class,strategy,0,0,0
4172212,long method,strategy,0,0,0
4187027,blob,strategy,0,0,0
4187027,blob,with_size,0,0,0
4200619,blob,strategy,0,0,0
4200619,blob,with_size,0,0,0
4151146,blob,strategy,0,0,1
4151146,blob,with_size,0,0,1
4162084,long method,strategy,0,0,0
4154409,blob,strategy,0,0,0
4154409,blob,with_size,0,0,0
4162330,long method,strategy,0,0,0
4168378,blob,strategy,0,0,0
4168378,blob,with_size,0,0,0
4169071,blob,strategy,0,0,1
4169071,blob,with_size,0,0,1
4169148,feature envy,law_of_demeter,0,,0
4168008,blob,strategy,0,0,0
4168008,blob,with_size,0,0,0
8497687,blob,strategy,0,0,0
8497687,blob,with_size,0,0,0
8497990,feature envy,law_of_demeter,0,,0
8496550,long method,strategy,0,0,0
8502684,data class,strategy,0,1,1
8501404,long method,strategy,0,0,0
8515776,blob,strategy,1,1,1
8515776,blob,with_size,1,1,1
8515408,long method,strategy,0,0,1
8514290,feature envy,law_of_demeter,0,,0
8514954,blob,strategy,0,0,1
8514954,blob,with_size,0,0,1
8517396,data class,strategy,0,0,0
8522716,data class,strategy,0,0,0
8521588,feature envy,law_of_demeter,0,,0
8528735,blob,strategy,1,1,1
8528735,blob,with_size,1,1,1
8538037,blob,strategy,1,1,1
8538037,blob,with_size,1,1,1
8536673,long method,strategy,0,0,0
8537951,long method,strategy,0,0,0
8547408,feature envy,law_of_demeter,0,,0
8541418,blob,strategy,0,0,0
8541418,blob,with_size,0,0,0
8526493,feature envy,law_of_demeter,0,,0
8501970,blob,strategy,0,0,1
8501970,blob,with_size,0,0,1
8532133,feature envy,law_of_demeter,1,,1
8533873,blob,strategy,0,0,0
8533873,blob,with_size,0,0,0
8533645,data class,strategy,0,0,1
8507718,data class,strategy,0,0,1
8501968,blob,strategy,0,0,0
8501968,blob,with_size,0,0,0
8494605,blob,strategy,0,0,0
8494605,blob,with_size,0,0,0
8537138,data class,strategy,1,0,1
8491397,blob,strategy,0,0,1
8491397,blob,with_size,0,0,1
8548537,long method,strategy,0,0,0
8539645,data class,strategy,0,0,1
8510687,long method,strategy,1,0,0
8497585,blob,strategy,0,0,0
8497585,blob,with_size,0,0,0
8510347,blob,strategy,0,0,0
8510347,blob,with_size,0,0,0
8548892,long method,strategy,0,0,1
8516029,blob,strategy,0,0,1
8516029,blob,with_size,0,1,1
8526485,data class,strategy,0,0,1
8526436,long method,strategy,0,0,1
8537914,long method,strategy,0,0,0
8539540,blob,strategy,0,0,0
8539540,blob,with_size,0,0,0
8533230,data class,strategy,0,0,0
8526483,data class,strategy,0,0,0
8533750,data class,strategy,0,0,0
8543153,feature envy,law_of_demeter,0,,0
8495850,long method,strategy,0,1,1
8494231,long method,strategy,0,0,1
8547261,data class,strategy,0,0,0
8511088,blob,strategy,0,0,0
8511088,blob,with_size,0,0,0
8224488,blob,strategy,0,0,0
8224488,blob,with_size,0,0,0
8229683,data class,strategy,0,0,0
8242801,long method,strategy,0,0,0
8224809,blob,strategy,0,0,0
8224809,blob,with_size,0,0,0
8235560,blob,strategy,0,0,0
8235560,blob,with_size,0,0,0
8224255,blob,strategy,0,0,0
8224255,blob,with_size,0,0,0
8240066,blob,strategy,0,0,0
8240066,blob,with_size,0,0,0
8230505,long method,strategy,0,0,0
8246323,feature envy,law_of_demeter,0,,0
8240678,feature envy,law_of_demeter,0,,0
8232375,data class,strategy,0,0,0
8244590,long method,strategy,0,0,0
8241207,blob,strategy,0,0,0
8241207,blob,with_size,0,0,0
8243636,long method,strategy,0,0,0
8230227,long method,strategy,0,0,0
8231238,long method,strategy,0,0,0
8231971,blob,strategy,0,0,0
8231971,blob,with_size,0,0,0
8232830,blob,strategy,0,0,0
8232830,blob,with_size,0,0,0
8236650,data class,strategy,0,0,0
8233737,data class,strategy,0,0,0
8230789,long method,strategy,0,0,0
4212572,long method,strategy,0,0,1
4214385,long method,strategy,0,0,0
4214220,data class,strategy,0,0,1
4217515,feature envy,law_of_demeter,0,,0
4217323,feature envy,law_of_demeter,0,,0
4217192,long method,strategy,0,0,0
4217571,feature envy,law_of_demeter,0,,0
4234040,blob,strategy,0,0,1
4234040,blob,with_size,0,0,1
4232859,long method,strategy,0,0,0
4232843,blob,strategy,0,0,0
4232843,blob,with_size,0,1,0
4232055,data class,strategy,0,0,0
4229996,data class,strategy,0,0,1
4228466,data class,strategy,0,0,0
4230466,data class,strategy,0,0,1
4232438,feature envy,law_of_demeter,0,,0
4236060,feature envy,law_of_demeter,0,,0
4237161,long method,strategy,0,0,0
4238437,data class,strategy,0,0,0
4240679,data class,strategy,0,0,0
4240751,data class,strategy,0,0,0
4239788,blob,strategy,0,0,0
4239788,blob,with_size,0,0,0
4244182,blob,strategy,0,0,0
4244182,blob,with_size,0,0,0
4241628,blob,strategy,0,0,1
4241628,blob,with_size,0,0,1
4243718,data class,strategy,0,0,0
4242529,feature envy,law_of_demeter,0,,0
4243459,data class,strategy,0,0,0
4242573,feature envy,law_of_demeter,0,,0
4248456,data class,strategy,0,0,0
4248275,blob,strategy,0,0,0
4248275,blob,with_size,0,0,0
4247131,long method,strategy,0,0,0
4246529,long method,strategy,0,0,0
4246666,data class,strategy,0,0,0
4246628,blob,strategy,0,0,1
4246628,blob,with_size,0,0,1
8192759,data class,strategy,0,0,1
8190652,blob,strategy,0,0,0
8190652,blob,with_size,0,0,0
8192330,data class,strategy,0,0,0
4251331,blob,strategy,0,0,0
4251331,blob,with_size,0,0,0
4249169,data class,strategy,0,0,0
4249533,long method,strategy,0,0,1
4275268,long method,strategy,0,0,0
4276865,long method,strategy,0,0,0
4264057,long method,strategy,1,1,1
4271174,data class,strategy,0,0,0
4273448,blob,strategy,0,0,0
4273448,blob,with_size,0,0,0
4276035,long method,strategy,0,0,0
4258053,data class,strategy,0,0,0
4257056,data class,strategy,0,0,0
4258444,feature envy,law_of_demeter,0,,0
4256584,long method,strategy,0,0,1
4257893,feature envy,law_of_demeter,0,,0
4260514,feature envy,law_of_demeter,0,,0
4259369,feature envy,law_of_demeter,1,,0
4260510,data class,strategy,0,0,0
4266432,long method,strategy,0,0,0
4265826,feature envy,law_of_demeter,0,,0
4272190,data class,strategy,0,0,0
4272508,blob,strategy,0,0,0
4272508,blob,with_size,0,0,0
4273565,long method,strategy,0,0,0
4277815,data class,strategy,0,0,0
4282818,data class,strategy,0,0,0
4282272,feature envy,law_of_demeter,0,,0
4283493,blob,strategy,0,0,0
4283493,blob,with_size,0,0,0
4281055,blob,strategy,0,0,0
4281055,blob,with_size,0,0,0
4283097,blob,strategy,0,0,0
4283097,blob,with_size,0,0,0
4285911,data class,strategy,0,0,1
4287634,long method,strategy,0,0,0
4285731,blob,strategy,0,0,0
4285731,blob,with_size,0,0,0
4282143,long method,strategy,0,0,0
4278771,blob,strategy,0,0,0
4278771,blob,with_size,0,0,0
4288257,long method,strategy,0,0,0
4289354,blob,strategy,0,0,1
4289354,blob,with_size,0,0,1
4369677,blob,strategy,0,0,0
4369677,blob,with_size,0,0,0
4370541,blob,strategy,1,1,1
4370541,blob,with_size,1,1,1
4371699,long method,strategy,0,0,0
4371297,long method,strategy,0,0,0
4371368,long method,strategy,0,0,0
4371443,long method,strategy,0,0,0
4372641,long method,strategy,0,0,0
4404823,blob,strategy,0,0,0
4404823,blob,with_size,0,0,0
4404036,long method,strategy,0,0,0
4413486,long method,strategy,0,0,0
4392544,long method,strategy,0,0,0
4380229,feature envy,law_of_demeter,0,,0
4383044,long method,strategy,0,0,0
4395308,long method,strategy,0,0,0
4364314,long method,strategy,0,0,0
4400511,blob,strategy,0,0,0
4400511,blob,with_size,0,0,0
4402431,feature envy,law_of_demeter,0,,1
4394144,blob,strategy,0,0,1
4394144,blob,with_size,0,0,1
4413679,long method,strategy,0,0,0
4364662,long method,strategy,0,0,0
4368201,data class,strategy,0,0,0
4367124,blob,strategy,0,0,0
4367124,blob,with_size,0,0,0
4373673,blob,strategy,0,0,0
4373673,blob,with_size,0,0,0
4413114,blob,strategy,0,0,1
4413114,blob,with_size,0,0,1
4371663,blob,strategy,0,0,0
4371663,blob,with_size,0,0,0
4400338,blob,strategy,0,0,0
4400338,blob,with_size,0,0,0
4410714,blob,strategy,0,0,1
4410714,blob,with_size,0,0,1
4415593,long method,strategy,0,0,0
4368175,data class,strategy,0,0,0
4290693,data class,strategy,1,0,1
4292651,blob,strategy,0,0,0
4292651,blob,with_size,0,0,0
4295235,blob,strategy,0,0,0
4295235,blob,with_size,0,0,0
4292390,blob,strategy,0,0,0
4292390,blob,with_size,0,0,0
4291944,long method,strategy,0,0,0
4325541,blob,strategy,0,0,0
4325541,blob,with_size,0,1,0
4329197,blob,strategy,0,0,0
4329197,blob,with_size,0,0,0
4348567,blob,strategy,0,0,0
4348567,blob,with_size,0,0,0
4345368,feature envy,law_of_demeter,0,,0
4329859,blob,strategy,1,1,1
4329859,blob,with_size,1,1,1
4357819,data class,strategy,0,0,0
4350115,feature envy,law_of_demeter,0,,0
4327219,long method,strategy,0,0,0
4322779,long method,strategy,0,0,0
4318095,long method,strategy,0,0,0
4345393,data class,strategy,0,0,0
4331802,data class,strategy,0,0,0
4357598,feature envy,law_of_demeter,0,,0
4316776,long method,strategy,0,0,0
4359600,blob,strategy,0,0,0
4359600,blob,with_size,0,0,0
4352708,feature envy,law_of_demeter,0,,1
4319422,long method,strategy,0,0,0
4318037,feature envy,law_of_demeter,0,,0
4355601,blob,strategy,0,0,0
4355601,blob,with_size,0,0,0
4322752,blob,strategy,0,0,0
4322752,blob,with_size,0,0,0
4317110,data class,strategy,0,0,0
4354720,long method,strategy,0,0,0
4324794,feature envy,law_of_demeter,0,,0
4336972,feature envy,law_of_demeter,0,,0
4320364,feature envy,law_of_demeter,0,,0
4322497,feature envy,law_of_demeter,0,,0
4320152,blob,strategy,0,0,0
4320152,blob,with_size,0,0,0
4360681,long method,strategy,0,0,0
4318753,long method,strategy,0,0,0
4359175,blob,strategy,0,0,0
4359175,blob,with_size,0,0,0
4328225,blob,strategy,0,0,0
4328225,blob,with_size,0,0,0
4356398,long method,strategy,1,1,1
4296219,blob,strategy,1,0,1
4296219,blob,with_size,1,1,1
4298894,long method,strategy,0,0,0
4297095,long method,strategy,0,0,0
4298660,feature envy,law_of_demeter,0,,0
4301023,blob,strategy,0,0,0
4301023,blob,with_size,0,0,0
4300952,feature envy,law_of_demeter,0,,0
4302593,long method,strategy,0,0,0
4301198,feature envy,law_of_demeter,0,,0
4301341,feature envy,law_of_demeter,0,,0
4301429,feature envy,law_of_demeter,0,,0
4301650,long method,strategy,0,0,0
4301165,long method,strategy,0,0,0
4301991,long method,strategy,0,0,0
4301941,long method,strategy,0,0,0
4306236,blob,strategy,1,1,1
4306236,blob,with_size,1,1,1
4302252,long method,strategy,0,0,0
4304469,data class,strategy,0,0,0
4302392,long method,strategy,0,0,0
4302405,data class,strategy,0,0,0
4303100,long method,strategy,0,0,0
4301441,feature envy,law_of_demeter,0,,0
4310755,feature envy,law_of_demeter,0,,1
4309297,feature envy,law_of_demeter,0,,0
4315157,feature envy,law_of_demeter,0,,0
4315829,long method,strategy,0,0,1
4311186,long method,strategy,0,1,1
4308723,feature envy,law_of_demeter,0,,1
4312069,feature envy,law_of_demeter,0,,0
4308354,blob,strategy,0,0,0
4308354,blob,with_size,0,0,0
4310155,data class,strategy,0,0,0
4314618,blob,strategy,0,0,0
4314618,blob,with_size,0,0,0
4346994,data class,strategy,0,0,1
4332339,long method,strategy,0,0,0
4338632,feature envy,law_of_demeter,0,,0
4329605,blob,strategy,0,0,0
4329605,blob,with_size,0,0,0
4336814,long method,strategy,0,0,1
4330910,feature envy,law_of_demeter,0,,0
4341864,data class,strategy,0,0,0
4404282,long method,strategy,0,0,0
4401367,blob,strategy,1,1,1
4401367,blob,with_size,1,1,1
4401103,data class,strategy,0,0,1
4384349,feature envy,law_of_demeter,0,,0
4388389,long method,strategy,0,0,0
4386725,long method,strategy,0,0,0
4383462,long method,strategy,0,0,0
4405841,long method,strategy,0,0,0
4455621,blob,strategy,0,0,0
4455621,blob,with_size,0,0,0
4456562,blob,strategy,0,0,0
4456562,blob,with_size,0,0,0
4457799,long method,strategy,0,0,0
4456439,feature envy,law_of_demeter,0,,0
4459231,data class,strategy,0,0,0
4460754,feature envy,law_of_demeter,0,,0
4462987,long method,strategy,0,0,0
4468635,data class,strategy,0,1,1
4467152,feature envy,law_of_demeter,0,,0
4471447,data class,strategy,0,0,0
4489487,blob,strategy,0,0,0
4489487,blob,with_size,0,0,0
4490426,feature envy,law_of_demeter,0,,1
4490936,long method,strategy,0,0,0
4456338,blob,strategy,0,0,0
4456338,blob,with_size,0,0,0
4456492,data class,strategy,0,0,1
4462446,long method,strategy,0,0,0
4466087,data class,strategy,0,0,1
4487410,long method,strategy,0,0,0
4452266,feature envy,law_of_demeter,0,,0
4479936,feature envy,law_of_demeter,0,,0
4476433,long method,strategy,0,0,0
4443762,blob,strategy,0,0,0
4443762,blob,with_size,0,0,0
4453471,long method,strategy,0,0,0
4493302,blob,strategy,0,0,1
4493302,blob,with_size,0,1,1
4445309,long method,strategy,0,0,0
4481500,blob,strategy,0,0,0
4481500,blob,with_size,0,0,0
4447157,long method,strategy,0,0,0
4455712,long method,strategy,0,0,0
4451710,blob,strategy,0,0,1
4451710,blob,with_size,0,0,1
4496340,data class,strategy,0,0,1
4470846,feature envy,law_of_demeter,0,,1
4465426,long method,strategy,0,0,0
4453800,blob,strategy,0,0,0
4453800,blob,with_size,0,0,0
4455297,data class,strategy,0,0,1
4496060,long method,strategy,0,0,0
4458068,blob,strategy,0,0,1
4458068,blob,with_size,0,0,1
4471459,blob,strategy,0,0,0
4471459,blob,with_size,0,0,0
4445017,long method,strategy,0,0,0
4448520,feature envy,law_of_demeter,0,,0
4452794,data class,strategy,0,0,1
4486097,data class,strategy,0,0,0
4487581,feature envy,law_of_demeter,0,,0
4465870,blob,strategy,0,0,0
4465870,blob,with_size,0,0,0
4486761,blob,strategy,0,0,0
4486761,blob,with_size,0,0,0
4471454,long method,strategy,0,0,0
4457261,long method,strategy,0,0,0
4468174,long method,strategy,0,0,0
4471173,blob,strategy,0,0,0
4471173,blob,with_size,0,0,0
4449293,long method,strategy,0,0,1
4480085,feature envy,law_of_demeter,0,,0
4450051,long method,strategy,0,0,0
4484891,long method,strategy,0,0,1
4478155,data class,strategy,0,0,0
4471010,feature envy,law_of_demeter,0,,0
4467093,long method,strategy,0,0,0
4478069,blob,strategy,0,0,0
4478069,blob,with_size,0,0,0
4425585,data class,strategy,0,0,0
4429487,blob,strategy,0,0,0
4429487,blob,with_size,0,0,0
4431504,data class,strategy,0,0,0
4431359,feature envy,law_of_demeter,0,,0
4431712,blob,strategy,0,0,1
4431712,blob,with_size,0,0,1
4432039,blob,strategy,0,0,0
4432039,blob,with_size,0,0,0
4430308,long method,strategy,0,0,0
4428269,data class,strategy,0,0,0
4426916,long method,strategy,0,0,0
4432223,long method,strategy,0,0,0
4431383,blob,strategy,0,0,1
4431383,blob,with_size,0,0,1
4426200,long method,strategy,0,0,1
4432196,data class,strategy,1,1,1
4421462,blob,strategy,0,0,0
4421462,blob,with_size,0,0,0
4432151,long method,strategy,0,0,0
4417149,long method,strategy,0,0,0
4415977,data class,strategy,0,0,0
4417713,long method,strategy,0,0,0
4433943,long method,strategy,0,0,0
4433801,feature envy,law_of_demeter,0,,0
4435454,long method,strategy,0,0,0
4433896,data class,strategy,0,0,0
4434430,long method,strategy,0,0,0
4436948,long method,strategy,0,0,0
4435794,data class,strategy,0,0,0
4434538,long method,strategy,0,0,0
4437678,long method,strategy,0,0,0
4435545,blob,strategy,0,0,1
4435545,blob,with_size,0,0,1
4435287,feature envy,law_of_demeter,0,,0
4506790,blob,strategy,0,0,0
4506790,blob,with_size,0,0,0
4536448,blob,strategy,0,0,1
4536448,blob,with_size,0,0,1
4536178,long method,strategy,0,0,0
4514229,long method,strategy,0,1,1
4532155,feature envy,law_of_demeter,0,,1
4509296,blob,strategy,0,0,0
4509296,blob,with_size,0,0,0
4512195,blob,strategy,0,0,1
4512195,blob,with_size,0,1,1
4527035,feature envy,law_of_demeter,0,,0
4514232,feature envy,law_of_demeter,0,,1
4516585,blob,strategy,0,0,0
4516585,blob,with_size,0,0,0
4517572,blob,strategy,0,0,0
4517572,blob,with_size,0,0,0
4517142,data class,strategy,0,0,0
4525067,blob,strategy,0,0,0
4525067,blob,with_size,0,0,0
4522222,long method,strategy,0,0,0
4534763,feature envy,law_of_demeter,0,,0
4512609,feature envy,law_of_demeter,0,,0
4516760,blob,strategy,0,0,0
4516760,blob,with_size,0,0,0
4502504,long method,strategy,0,0,0
4515721,blob,strategy,0,0,0
4515721,blob,with_size,0,0,0
4508554,blob,strategy,0,0,0
4508554,blob,with_size,0,0,0
4523536,long method,strategy,0,0,1
4439983,long method,strategy,0,0,0
4440109,long method,strategy,0,0,0
4440978,data class,strategy,0,0,0
4542224,blob,strategy,0,0,1
4542224,blob,with_size,0,0,1
4546373,blob,strategy,0,0,0
4546373,blob,with_size,0,0,0
4558000,blob,strategy,1,1,1
4558000,blob,with_size,1,1,1
4556934,data class,strategy,1,1,1
4556966,blob,strategy,0,0,0
4556966,blob,with_size,0,0,0
4530537,blob,strategy,0,0,0
4530537,blob,with_size,0,0,0
4530177,data class,strategy,0,0,0
4541855,long method,strategy,0,0,0
4534287,feature envy,law_of_demeter,0,,0
4549169,long method,strategy,1,1,1
4545257,data class,strategy,0,0,0
4527162,long method,strategy,0,0,0
4550371,long method,strategy,0,0,0
4546223,long method,strategy,0,0,0
4535026,long method,strategy,0,1,0
4553401,long method,strategy,0,0,0
4533482,blob,strategy,0,0,0
4533482,blob,with_size,0,0,0
4534678,blob,strategy,0,0,0
4534678,blob,with_size,0,0,0
4541660,long method,strategy,0,0,0
4541684,data class,strategy,0,0,0
4553122,feature envy,law_of_demeter,0,,0
4536889,blob,strategy,0,0,0
4536889,blob,with_size,0,0,0
4611132,data class,strategy,0,1,1
4633651,blob,strategy,0,0,0
4633651,blob,with_size,0,0,0
4643718,data class,strategy,0,0,0
4647337,data class,strategy,0,0,0
4662159,blob,strategy,0,0,0
4662159,blob,with_size,0,0,0
4661962,long method,strategy,0,0,0
4668044,data class,strategy,0,0,0
4668085,blob,strategy,0,0,0
4668085,blob,with_size,0,0,0
4667521,feature envy,law_of_demeter,0,,0
4666539,data class,strategy,0,0,0
4678251,blob,strategy,0,0,1
4678251,blob,with_size,0,0,1
4665134,feature envy,law_of_demeter,0,,0
4625995,blob,strategy,0,0,0
4625995,blob,with_size,0,0,0
4671530,long method,strategy,0,0,0
4665122,blob,strategy,0,0,1
4665122,blob,with_size,0,0,1
4657705,blob,strategy,0,0,0
4657705,blob,with_size,0,0,0
4651628,long method,strategy,0,0,0
4624680,blob,strategy,0,0,1
4624680,blob,with_size,0,0,1
4645770,blob,strategy,0,0,0
4645770,blob,with_size,0,0,0
4616465,blob,strategy,0,0,0
4616465,blob,with_size,0,0,0
4666091,long method,strategy,0,0,0
4610445,blob,strategy,0,0,1
4610445,blob,with_size,0,0,1
4666174,blob,strategy,0,0,0
4666174,blob,with_size,0,0,0
4669068,data class,strategy,0,0,0
4639163,data class,strategy,0,0,0
4656234,long method,strategy,0,0,0
4651467,data class,strategy,0,0,0
4658287,data class,strategy,0,0,0
4612586,data class,strategy,0,0,0
4616422,data class,strategy,0,0,0
4611617,blob,strategy,1,1,0
4611617,blob,with_size,1,1,0
4654593,feature envy,law_of_demeter,0,,0
4609125,feature envy,law_of_demeter,0,,0
4645346,blob,strategy,0,0,0
4645346,blob,with_size,0,0,0
4612119,feature envy,law_of_demeter,0,,0
4498741,blob,strategy,0,0,0
4498741,blob,with_size,0,0,0
4498016,long method,strategy,0,0,0
4496686,feature envy,law_of_demeter,0,,0
4498078,blob,strategy,0,0,0
4498078,blob,with_size,0,0,0
4500236,blob,strategy,0,0,0
4500236,blob,with_size,0,0,0
4499277,data class,strategy,0,0,1
4501314,long method,strategy,0,0,0
4500508,long method,strategy,0,0,0
4500366,long method,strategy,0,1,1
4502113,blob,strategy,0,0,0
4502113,blob,with_size,0,0,0
4503985,blob,strategy,0,0,1
4503985,blob,with_size,0,0,1
4505549,blob,strategy,0,0,1
4505549,blob,with_size,0,0,1
4503220,blob,strategy,0,0,0
4503220,blob,with_size,0,0,0
4502604,data class,strategy,0,0,0
4504481,long method,strategy,0,0,0
4580123,data class,strategy,0,0,0
4578967,feature envy,law_of_demeter,0,,0
4561905,feature envy,law_of_demeter,0,,0
4586915,data class,strategy,0,0,0
4567462,blob,strategy,0,0,0
4567462,blob,with_size,0,0,0
4572409,long method,strategy,0,0,0
4568919,long method,strategy,0,1,1
4571455,long method,strategy,0,0,1
4586123,feature envy,law_of_demeter,0,,0
4583764,long method,strategy,0,0,0
4574673,long method,strategy,0,0,0
4566202,long method,strategy,0,1,1
4564618,feature envy,law_of_demeter,0,,0
4572175,data class,strategy,0,0,0
4578782,long method,strategy,0,0,0
4582889,long method,strategy,0,1,1
4576061,long method,strategy,0,0,1
4580142,blob,strategy,0,0,0
4580142,blob,with_size,0,0,0
4577168,data class,strategy,0,0,0
4555364,long method,strategy,0,0,0
4556325,blob,strategy,0,0,0
4556325,blob,with_size,0,0,0
4556665,data class,strategy,0,0,0
4556348,blob,strategy,0,0,0
4556348,blob,with_size,0,0,0
4553880,long method,strategy,0,0,0
4558704,data class,strategy,0,0,1
4556869,blob,strategy,0,0,0
4556869,blob,with_size,0,0,0
7829822,feature envy,law_of_demeter,0,,0
7824709,blob,strategy,0,0,1
7824709,blob,with_size,0,0,1
7834476,feature envy,law_of_demeter,0,,0
7856180,blob,strategy,0,0,0
7856180,blob,with_size,0,0,0
7855032,long method,strategy,0,0,0
7834065,blob,strategy,0,0,0
7834065,blob,with_size,0,0,0
7807495,data class,strategy,0,0,0
7856535,long method,strategy,0,0,0
7863608,blob,strategy,0,0,1
7863608,blob,with_size,0,0,1
7801178,blob,strategy,0,0,1
7801178,blob,with_size,0,0,1
7867125,data class,strategy,0,0,0
7810086,long method,strategy,0,0,0
7818143,data class,strategy,0,0,0
7835135,long method,strategy,0,1,1
7857792,long method,strategy,0,0,1
7842685,long method,strategy,0,0,0
7867450,data class,strategy,0,0,0
7829336,data class,strategy,0,1,1
7808358,feature envy,law_of_demeter,0,,0
7850192,long method,strategy,1,1,1
7842162,feature envy,law_of_demeter,0,,0
7870683,long method,strategy,0,1,1
7805103,blob,strategy,0,1,1
7805103,blob,with_size,0,1,1
7810336,long method,strategy,0,0,0
7811951,feature envy,law_of_demeter,0,,0
7832597,feature envy,law_of_demeter,0,,0
7828511,data class,strategy,0,0,0
7799218,data class,strategy,0,1,1
7810274,long method,strategy,0,0,1
7863512,long method,strategy,0,0,0
7851015,data class,strategy,0,0,0
7797001,feature envy,law_of_demeter,0,,0
7853333,blob,strategy,0,0,0
7853333,blob,with_size,0,0,0
