sample_id,repository,smell,entity_type,path,start_line,end_line,class_name,class_kind,entity_name,entity_start_line,entity_end_line,is_constructor,review_count,is_unanimous,severity_mean,severity_max,severity_min,severity_unanimous,smelly_mean,smelly_max,smelly_min,smelly_unanimous,c_AMW,c_ATFD,c_CBO,c_CLOC,c_DIT,c_LCOM,c_LCOM3,c_MAXCC,c_NOAM,c_NOC,c_NOF,c_NOM,c_NOPA,c_RFC,c_TCC,c_WMC,c_WOC,m_ATFD,m_CC,m_CINT,m_FDP,m_LAA,m_MAXNESTING,m_MLOC,m_NOAV,m_NP
4536448,git@github.com:apache/felix.git,blob,class,ipojo/runtime/core/src/main/java/org/apache/felix/ipojo/extender/internal/declaration/DefaultTypeDeclaration.java,30,96,DefaultTypeDeclaration,class,DefaultTypeDeclaration,30,96,,6,0,1,1,0,,1,1,0,,1.5,5.0,5.0,41.0,2.0,16.0,0.9,3.0,5.0,0.0,5.0,9.0,0.0,23.0,0.0,15.0,0.0,,,,,,,,,
4536178,git@github.com:apache/felix.git,long method,function,ipojo/manipulator/manipulator/src/main/java/org/apache/felix/ipojo/manipulator/metadata/annotation/model/parser/replay/AnnotationRecorder.java,35,37,AnnotationRecorder,class,AnnotationRecorder,35,37,1,2,1,0,0,0,0,0,0,0,0,1.1428571428571428,0.0,7.0,21.0,1.0,0.0,-0.0,2.0,0.0,1.0,1.0,6.0,0.0,10.0,1.0,8.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
4514229,git@github.com:apache/felix.git,long method,function,mosgi/jmx.agent/src/main/java/org/apache/felix/mosgi/jmx/agent/mx4j/util/Base64Codec.java,218,377,Base64Codec,class,encodeBase64,218,377,0,6,0,1,3,0,,1,1,0,,5.25,0.0,0.0,207.0,0.0,15.0,1.0,17.0,0.0,0.0,13.0,7.0,0.0,18.0,1.0,42.0,1.0,0.0,17.0,4.0,0.0,1.0,3.0,102.0,29.0,2.0
4532155,git@github.com:apache/felix.git,feature envy,function,inventory/src/main/java/org/apache/felix/inventory/impl/webconsole/ResourceBundleManager.java,134,189,ResourceBundleManager,class,getResourceBundleEntries,134,189,0,4,0,1,2,0,,1,1,0,,3.0,7.0,11.0,55.0,0.0,6.0,0.8333333333333333,8.0,0.0,0.0,3.0,5.0,0.0,39.0,0.3333333333333333,18.0,1.0,3.0,8.0,9.0,2.0,0.25,3.0,23.0,15.0,1.0
4509296,git@github.com:apache/felix.git,blob,class,dependencymanager/org.apache.felix.dependencymanager.samples/src/org/apache/felix/dependencymanager/samples/dynamicdep/annot/FileStorage.java,31,48,FileStorage,class,FileStorage,31,48,,2,1,0,0,0,0,0,0,0,0,1.0,0.0,3.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,2.0,1.0,,,,,,,,,
4512195,git@github.com:apache/felix.git,blob,class,wireadmin/src/main/java/org/apache/felix/wireadmin/WireAdminImpl.java,71,1037,WireAdminImpl,class,WireAdminImpl,71,1037,,4,0,2,3,0,,1,1,0,,5.125,23.0,24.0,350.0,0.0,21.0,0.7922077922077921,23.0,1.0,0.0,11.0,15.0,0.0,157.0,1.0,82.0,1.0,,,,,,,,,
4527035,git@github.com:apache/felix.git,feature envy,function,ipojo/runtime/distributions/ten-minutes-tutorial/src/main/skeleton/spell.checker.gui/src/spell/gui/SpellCheckerGui.java,55,59,SpellCheckerGui,class,SpellCheckerGui,55,59,1,2,1,0,0,0,0,0,0,0,0,1.0,0.0,14.0,48.0,1.0,6.0,1.1666666666666667,1.0,0.0,0.0,4.0,4.0,0.0,25.0,0.0,5.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0
4514232,git@github.com:apache/felix.git,feature envy,function,framework.security/src/main/java/org/apache/felix/framework/SecurityActivator.java,99,220,SecurityActivator,class,start,99,220,0,6,0,2,3,1,,1,1,1,,8.666666666666666,16.0,20.0,82.0,0.0,3.0,0.0,23.0,0.0,0.0,0.0,3.0,0.0,43.0,0.0,26.0,1.0,15.0,23.0,19.0,3.0,0.0,3.0,75.0,36.0,1.0
4516585,git@github.com:apache/felix.git,blob,class,bundlerepository/src/main/java/org/apache/felix/bundlerepository/impl/NamespaceTranslator.java,26,78,NamespaceTranslator,class,NamespaceTranslator,26,78,,2,1,0,0,0,0,0,0,0,0,1.3333333333333333,3.0,3.0,33.0,0.0,11.0,0.8,2.0,2.0,0.0,2.0,6.0,0.0,24.0,1.0,8.0,0.5,,,,,,,,,
4517572,git@github.com:apache/felix.git,blob,class,upnp/samples/clock/src/main/java/org/apache/felix/upnp/sample/clock/ClockFrame.java,33,122,ClockFrame,class,ClockFrame,33,122,,2,1,0,0,0,0,0,0,0,0,1.8333333333333333,1.0,11.0,48.0,1.0,0.0,0.8125,4.0,2.0,0.0,4.0,5.0,0.0,32.0,0.5,11.0,0.6,,,,,,,,,
4517142,git@github.com:apache/felix.git,data class,class,tools/maven-bundle-plugin/src/main/java/org/apache/maven/shared/osgi/ManifestReadingException.java,28,53,ManifestReadingException,class,ManifestReadingException,28,53,,2,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,,,,,,,,,
4525067,git@github.com:apache/felix.git,blob,class,prefs/src/main/java/org/apache/felix/prefs/BackingStore.java,28,76,BackingStore,interface,BackingStore,28,76,,2,1,0,0,0,0,0,0,0,0,1.0,0.0,3.0,7.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,6.0,1.0,,,,,,,,,
4522222,git@github.com:apache/felix.git,long method,function,upnp/basedriver/src/main/java/org/apache/felix/upnp/basedriver/importer/core/event/structs/Sid2Listeners.java,40,51,Sid2Listeners,class,put,40,51,0,2,1,0,0,0,0,0,0,0,0,1.5714285714285714,0.0,4.0,31.0,0.0,1.0,0.6,3.0,3.0,0.0,2.0,6.0,0.0,19.0,0.4666666666666667,11.0,0.5,0.0,3.0,2.0,0.0,1.0,2.0,9.0,4.0,2.0
4534763,git@github.com:apache/felix.git,feature envy,function,dependencymanager/org.apache.felix.dependencymanager.itest/src/org/apache/felix/dm/itest/util/TestBase.java,333,337,TestBase,class,warn,333,337,0,2,1,0,0,0,0,0,0,0,0,2.5,12.0,23.0,179.0,1.0,263.0,0.9038461538461539,7.0,2.0,185.0,8.0,27.0,0.0,87.0,0.3333333333333333,70.0,1.0,0.0,3.0,4.0,0.0,1.0,1.0,3.0,3.0,2.0
4512609,git@github.com:apache/felix.git,feature envy,function,framework/src/main/java/org/apache/felix/framework/BundleContextImpl.java,189,211,BundleContextImpl,class,addBundleListener,189,211,0,2,1,0,0,0,0,0,0,0,0,1.96875,23.0,32.0,195.0,0.0,113.0,0.7416666666666667,8.0,1.0,0.0,4.0,31.0,0.0,86.0,0.42592592592592593,63.0,0.9642857142857143,1.0,3.0,5.0,1.0,0.6666666666666666,2.0,8.0,5.0,1.0
4516760,git@github.com:apache/felix.git,blob,class,resolver/src/main/java/org/apache/felix/resolver/util/ArrayMap.java,23,184,ArrayMap,class,ArrayMap,23,184,,6,0,0,1,0,,0,1,0,,2.375,0.0,7.0,102.0,1.0,0.0,0.4666666666666667,4.0,0.0,0.0,3.0,6.0,0.0,14.0,1.0,19.0,1.0,,,,,,,,,
4502504,git@github.com:apache/felix.git,long method,function,webconsole-plugins/upnp/src/main/java/org/apache/felix/webconsole/plugins/upnp/internal/SessionObject.java,94,101,SessionObject,class,sameDevice,94,101,0,2,1,0,0,0,0,0,0,0,0,2.0,0.0,10.0,61.0,0.0,0.0,0.7936507936507936,4.0,1.0,0.0,9.0,8.0,0.0,39.0,0.6666666666666666,18.0,1.0,0.0,4.0,2.0,0.0,1.0,1.0,6.0,6.0,2.0
4515721,git@github.com:apache/felix.git,blob,class,main/src/main/java/org/apache/felix/main/Main.java,40,580,Main,class,Main,40,580,,2,1,0,0,0,0,0,0,0,0,9.0,6.0,15.0,166.0,0.0,6.0,0.9375,16.0,0.0,0.0,8.0,5.0,0.0,68.0,1.0,45.0,1.0,,,,,,,,,
4508554,git@github.com:apache/felix.git,blob,class,examples/extenderbased.host/src/main/java/org/apache/felix/example/extenderbased/host/launch/Application.java,40,127,Application,class,Application,40,127,,2,1,0,0,0,0,0,0,0,0,2.3333333333333335,1.0,7.0,30.0,0.0,1.0,0.5,3.0,0.0,0.0,1.0,3.0,0.0,21.0,1.0,7.0,1.0,,,,,,,,,
4523536,git@github.com:apache/felix.git,long method,function,webconsole/src/main/java/org/apache/felix/webconsole/internal/core/ServicesServlet.java,342,374,ServicesServlet,class,writeJSON,342,374,0,6,0,1,1,0,,1,1,0,,2.5555555555555554,25.0,24.0,190.0,3.0,134.0,1.0178571428571428,7.0,1.0,0.0,7.0,17.0,0.0,109.0,1.0,46.0,1.0,1.0,4.0,6.0,1.0,0.0,1.0,18.0,11.0,5.0
4439983,git@github.com:apache/fineract-cn-customer.git,long method,function,service/src/main/java/org/apache/fineract/cn/customer/rest/controller/CustomerRestController.java,432,454,CustomerRestController,class,createIdentificationCard,432,454,0,2,1,0,0,0,0,0,0,0,0,2.4054054054054053,16.0,41.0,532.0,0.0,0.0,0.7857142857142857,14.0,0.0,0.0,6.0,36.0,0.0,143.0,0.696551724137931,89.0,1.0,1.0,3.0,6.0,1.0,0.6666666666666666,2.0,17.0,5.0,2.0
4440109,git@github.com:apache/fineract-cn-customer.git,long method,function,component-test/src/main/java/org/apache/fineract/cn/customer/IdentificationApiDocumentation.java,461,467,IdentificationApiDocumentation,class,createScan,461,467,0,2,1,0,0,0,0,0,0,0,0,1.0625,21.0,13.0,329.0,2.0,30.0,0.8,2.0,0.0,0.0,3.0,16.0,1.0,201.0,1.0,17.0,0.9090909090909091,0.0,1.0,2.0,0.0,1.0,0.0,4.0,3.0,2.0
4440978,git@github.com:apache/fineract-cn-portfolio.git,data class,class,service/src/main/java/org/apache/fineract/cn/individuallending/internal/service/costcomponent/RecoverPaymentBuilderService.java,40,75,RecoverPaymentBuilderService,class,RecoverPaymentBuilderService,40,75,,4,1,0,0,0,0,0,0,0,0,1.0,7.0,12.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,14.0,1.0,2.0,1.0,,,,,,,,,
4542224,git@github.com:apache/fineract.git,blob,class,fineract-provider/src/integrationTest/java/org/apache/fineract/integrationtests/common/Utils.java,46,198,Utils,class,Utils,46,198,,6,0,1,2,0,,1,1,0,,1.4444444444444444,1.0,12.0,106.0,0.0,151.0,1.0,3.0,1.0,0.0,3.0,18.0,0.0,104.0,1.0,26.0,0.9444444444444444,,,,,,,,,
4546373,git@github.com:apache/fineract.git,blob,class,fineract-provider/src/main/java/org/apache/fineract/useradministration/api/RolesApiResourceSwagger.java,94,108,PutRolesRoleIdResponse,class,PutRolesRoleIdResponse,94,108,,2,1,0,0,0,0,0,0,0,0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,,,,,,,,,
4558000,git@github.com:apache/fineract.git,blob,class,fineract-provider/src/main/java/org/apache/fineract/portfolio/savings/domain/DepositAccountAssembler.java,107,472,DepositAccountAssembler,class,DepositAccountAssembler,107,472,,4,0,1,2,0,,1,1,0,,6.625,15.0,64.0,264.0,0.0,13.0,0.9358974358974358,33.0,0.0,0.0,13.0,7.0,0.0,107.0,0.26666666666666666,53.0,1.0,,,,,,,,,
4556934,git@github.com:apache/fineract.git,data class,class,fineract-provider/src/main/java/org/apache/fineract/infrastructure/creditbureau/data/CreditBureauData.java,21,77,CreditBureauData,class,CreditBureauData,21,77,,4,0,1,2,0,,1,1,0,,1.0,0.0,0.0,31.0,0.0,21.0,1.0,1.0,6.0,0.0,6.0,7.0,0.0,8.0,0.0,8.0,0.14285714285714285,,,,,,,,,
4556966,git@github.com:apache/fineract.git,blob,class,fineract-provider/src/main/java/org/apache/fineract/infrastructure/codes/service/CodeValueReadPlatformService.java,44,51,CodeValueReadPlatformService,interface,CodeValueReadPlatformService,44,51,,2,1,0,0,0,0,0,0,0,0,1.0,0.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,3.0,1.0,,,,,,,,,
4530537,git@github.com:apache/fineract.git,blob,class,fineract-provider/src/integrationTest/java/org/apache/fineract/integrationtests/common/accounting/PeriodicAccrualAccountingHelper.java,29,53,PeriodicAccrualAccountingHelper,class,PeriodicAccrualAccountingHelper,29,53,,2,1,0,0,0,0,0,0,0,0,1.0,1.0,4.0,16.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,8.0,1.0,3.0,1.0,,,,,,,,,
4530177,git@github.com:apache/fineract.git,data class,class,fineract-provider/src/main/java/org/apache/fineract/portfolio/shareproducts/service/ShareProductWritePlatformService.java,24,35,ShareProductWritePlatformService,interface,ShareProductWritePlatformService,24,35,,2,1,0,0,0,0,0,0,0,0,1.0,0.0,2.0,6.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0,5.0,1.0,,,,,,,,,
4541855,git@github.com:apache/fineract.git,long method,function,fineract-provider/src/main/java/org/apache/fineract/portfolio/shareaccounts/handler/CloseShareAccountCommandHandler.java,37,40,CloseShareAccountCommandHandler,class,CloseShareAccountCommandHandler,37,40,1,2,1,0,0,0,0,0,0,0,0,1.0,0.0,4.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0
4534287,git@github.com:apache/fineract.git,feature envy,function,fineract-provider/src/main/java/org/apache/fineract/portfolio/savings/api/SavingsAccountsApiResource.java,363,369,SavingsAccountsApiResource,class,getSavingsTemplate,363,369,0,2,1,0,0,0,0,0,0,0,0,3.2142857142857144,15.0,26.0,251.0,0.0,0.0,0.78125,20.0,1.0,0.0,8.0,13.0,0.0,107.0,0.6727272727272727,45.0,1.0,2.0,1.0,3.0,2.0,0.3333333333333333,0.0,6.0,6.0,3.0
4549169,git@github.com:apache/fineract.git,long method,function,fineract-provider/src/main/java/org/apache/fineract/portfolio/savings/data/DepositProductDataValidator.java,413,547,DepositProductDataValidator,class,validateDepositDetailForUpdate,413,547,0,8,0,2,3,0,,1,1,0,,4.954545454545454,14.0,15.0,474.0,0.0,0.0,0.625,18.0,1.0,0.0,2.0,21.0,0.0,289.0,1.0,109.0,1.0,6.0,18.0,82.0,1.0,0.14285714285714285,1.0,94.0,33.0,3.0
4545257,git@github.com:apache/fineract.git,data class,class,fineract-provider/src/main/java/org/apache/fineract/portfolio/tax/handler/UpdateTaxGroupCommandHandler.java,29,45,UpdateTaxGroupCommandHandler,class,UpdateTaxGroupCommandHandler,29,45,,2,1,0,0,0,0,0,0,0,0,1.0,0.0,4.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,2.0,1.0,,,,,,,,,
4527162,git@github.com:apache/fineract.git,long method,function,fineract-provider/src/main/java/org/apache/fineract/portfolio/savings/handler/RecurringDepositAccountDepositCommandHandler.java,41,45,RecurringDepositAccountDepositCommandHandler,class,processCommand,41,45,0,2,1,0,0,0,0,0,0,0,0,1.0,0.0,4.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,4.0,2.0,1.0
4550371,git@github.com:apache/fineract.git,long method,function,fineract-provider/src/main/java/org/apache/fineract/portfolio/self/pockets/service/AccountEntityServiceForSavingsImpl.java,55,63,AccountEntityServiceForSavingsImpl,class,validateSelfUserAccountMapping,55,63,0,2,1,0,0,0,0,0,0,0,0,1.25,0.0,5.0,24.0,0.0,3.0,1.0,2.0,1.0,0.0,4.0,3.0,0.0,8.0,0.0,5.0,0.6666666666666666,0.0,2.0,3.0,0.0,1.0,1.0,5.0,3.0,1.0
4546223,git@github.com:apache/fineract.git,long method,function,fineract-provider/src/main/java/org/apache/fineract/infrastructure/jobs/service/JobRegisterServiceImpl.java,306,314,JobRegisterServiceImpl,class,stopScheduler,306,314,0,2,1,0,0,0,0,0,0,0,0,2.3333333333333335,30.0,34.0,255.0,0.0,247.0,0.8942307692307693,11.0,8.0,0.0,8.0,27.0,0.0,174.0,0.29411764705882354,63.0,0.5882352941176471,0.0,2.0,4.0,0.0,1.0,2.0,7.0,5.0,1.0
4535026,git@github.com:apache/fineract.git,long method,function,fineract-provider/src/main/java/org/apache/fineract/portfolio/loanaccount/rescheduleloan/service/LoanRescheduleRequestReadPlatformServiceImpl.java,69,116,LoanRescheduleRequestRowMapper,class,LoanRescheduleRequestRowMapper,69,116,1,2,1,0,0,0,0,0,0,0,0,1.4,3.0,10.0,102.0,0.0,6.0,1.0,3.0,0.0,0.0,1.0,4.0,0.0,25.0,0.0,7.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,40.0,2.0,0.0
4553401,git@github.com:apache/fineract.git,long method,function,fineract-provider/src/main/java/org/apache/fineract/portfolio/savings/domain/RecurringDepositAccount.java,928,939,RecurringDepositAccount,class,handleInstallmentTransaction,928,939,0,2,1,0,0,0,0,0,0,0,0,3.111111111111111,46.0,45.0,752.0,2.0,1304.0,0.8458333333333333,16.0,10.0,0.0,4.0,61.0,0.0,365.0,0.23333333333333334,196.0,0.8421052631578947,1.0,1.0,3.0,1.0,0.0,0.0,7.0,6.0,3.0
4533482,git@github.com:apache/fineract.git,blob,class,fineract-provider/src/main/java/org/apache/fineract/infrastructure/dataqueries/data/DatatableData.java,26,63,DatatableData,class,DatatableData,26,63,,2,1,0,0,0,0,0,0,0,0,1.5,1.0,1.0,21.0,0.0,3.0,1.1666666666666667,3.0,1.0,0.0,3.0,3.0,0.0,6.0,0.0,6.0,0.6666666666666666,,,,,,,,,
4534678,git@github.com:apache/fineract.git,blob,class,fineract-provider/src/main/java/org/apache/fineract/infrastructure/bulkimport/populator/SavingsAccountSheetPopulator.java,32,84,SavingsAccountSheetPopulator,class,SavingsAccountSheetPopulator,32,84,,2,1,0,0,0,0,0,0,0,0,1.25,7.0,6.0,34.0,1.0,1.0,0.75,2.0,0.0,0.0,6.0,3.0,0.0,23.0,1.0,5.0,1.0,,,,,,,,,
4541660,git@github.com:apache/fineract.git,long method,function,fineract-provider/src/main/java/org/apache/fineract/infrastructure/bulkimport/populator/savings/SavingsTransactionsWorkbookPopulator.java,57,67,SavingsTransactionsWorkbookPopulator,class,populate,57,67,0,2,1,0,0,0,0,0,0,0,0,2.4285714285714284,35.0,18.0,159.0,1.0,1.0,0.7,7.0,0.0,0.0,4.0,6.0,0.0,105.0,1.0,17.0,1.0,1.0,1.0,9.0,1.0,0.75,0.0,10.0,7.0,2.0
4541684,git@github.com:apache/fineract.git,data class,class,fineract-provider/src/main/java/org/apache/fineract/useradministration/handler/DeleteUserCommandHandler.java,30,47,DeleteUserCommandHandler,class,DeleteUserCommandHandler,30,47,,2,1,0,0,0,0,0,0,0,0,1.0,0.0,4.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,2.0,1.0,,,,,,,,,
4553122,git@github.com:apache/fineract.git,feature envy,function,fineract-provider/src/main/java/org/apache/fineract/portfolio/shareproducts/handler/DeleteShareProductDividendCommandHandler.java,41,45,DeleteShareProductDividendCommandHandler,class,processCommand,41,45,0,2,1,0,0,0,0,0,0,0,0,1.0,0.0,4.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,4.0,2.0,1.0
4536889,git@github.com:apache/fineract.git,blob,class,fineract-provider/src/main/java/org/apache/fineract/accounting/provisioning/handler/CreateProvisioningEntriesRequestCommandHandler.java,30,47,CreateProvisioningEntriesRequestCommandHandler,class,CreateProvisioningEntriesRequestCommandHandler,30,47,,2,1,0,0,0,0,0,0,0,0,1.0,0.0,4.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,,,,,,,,,
4611132,git@github.com:apache/flink.git,data class,class,flink-libraries/flink-gelly/src/main/java/org/apache/flink/graph/library/Summarization.java,214,268,VertexGroupItem,class,VertexGroupItem,214,268,,6,0,1,2,0,,1,1,0,,1.2,0.0,5.0,29.0,2.0,34.0,0.875,2.0,7.0,0.0,1.0,9.0,0.0,13.0,0.027777777777777776,12.0,0.2222222222222222,,,,,,,,,
4633651,git@github.com:apache/flink.git,blob,class,flink-core/src/main/java/org/apache/flink/api/common/typeutils/base/ShortSerializer.java,32,104,ShortSerializer,class,ShortSerializer,32,104,,6,0,0,1,0,,0,1,0,,1.0,0.0,5.0,39.0,2.0,45.0,1.074074074074074,1.0,2.0,0.0,3.0,10.0,0.0,13.0,0.0,10.0,0.8,,,,,,,,,
4643718,git@github.com:apache/flink.git,data class,class,flink-runtime/src/main/java/org/apache/flink/runtime/state/internal/InternalFoldingState.java,35,36,InternalFoldingState,interface,InternalFoldingState,35,36,,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,
4647337,git@github.com:apache/flink.git,data class,class,flink-runtime/src/main/java/org/apache/flink/runtime/resourcemanager/exceptions/ResourceManagerException.java,26,40,ResourceManagerException,class,ResourceManagerException,26,40,,2,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,,,,,,,,,
4662159,git@github.com:apache/flink.git,blob,class,flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/StandaloneCheckpointRecoveryFactory.java,27,41,StandaloneCheckpointRecoveryFactory,class,StandaloneCheckpointRecoveryFactory,27,41,,2,1,0,0,0,0,0,0,0,0,1.0,0.0,7.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,,,,,,,,,
4661962,git@github.com:apache/flink.git,long method,function,flink-core/src/main/java/org/apache/flink/api/common/typeutils/BackwardsCompatibleSerializerSnapshot.java,51,55,BackwardsCompatibleSerializerSnapshot,class,writeSnapshot,51,55,0,2,1,0,0,0,0,0,0,0,0,1.375,1.0,7.0,35.0,0.0,15.0,0.6666666666666666,4.0,1.0,0.0,1.0,7.0,0.0,15.0,0.14285714285714285,11.0,0.8571428571428571,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0
4668044,git@github.com:apache/flink.git,data class,class,flink-runtime/src/main/java/org/apache/flink/runtime/rest/messages/taskmanager/TaskManagerDetailsInfo.java,37,97,TaskManagerDetailsInfo,class,TaskManagerDetailsInfo,37,97,,2,1,0,0,0,0,0,0,0,0,2.0,7.0,4.0,46.0,1.0,0.0,1.0,5.0,1.0,0.0,2.0,2.0,0.0,19.0,1.0,8.0,0.5,,,,,,,,,
4668085,git@github.com:apache/flink.git,blob,class,flink-java/src/main/java/org/apache/flink/api/java/summarize/aggregation/ShortSummaryAggregator.java,50,68,MinShortAggregator,class,MinShortAggregator,50,68,,2,1,0,0,0,0,0,0,0,0,1.0,0.0,1.0,11.0,0.0,0.0,-0.0,1.0,0.0,0.0,1.0,3.0,0.0,5.0,1.0,3.0,1.0,,,,,,,,,
4667521,git@github.com:apache/flink.git,feature envy,function,flink-core/src/main/java/org/apache/flink/api/java/typeutils/ObjectArrayTypeInfo.java,72,77,ObjectArrayTypeInfo,class,getTypeClass,72,77,0,2,1,0,0,0,0,0,0,0,0,1.2,1.0,5.0,75.0,1.0,67.0,0.8717948717948718,4.0,2.0,0.0,3.0,14.0,0.0,30.0,0.18181818181818182,18.0,0.8571428571428571,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0
4666539,git@github.com:apache/flink.git,data class,class,flink-core/src/main/java/org/apache/flink/types/parser/ByteValueParser.java,29,96,ByteValueParser,class,ByteValueParser,29,96,,6,0,0,1,0,,0,1,0,,6.333333333333333,5.0,3.0,41.0,1.0,1.0,0.5,17.0,1.0,0.0,1.0,3.0,0.0,13.0,0.3333333333333333,19.0,0.6666666666666666,,,,,,,,,
4678251,git@github.com:apache/flink.git,blob,class,flink-core/src/main/java/org/apache/flink/api/common/typeutils/SingleThreadAccessCheckingTypeSerializer.java,31,203,SingleThreadAccessCheckingTypeSerializer,class,SingleThreadAccessCheckingTypeSerializer,31,203,,4,0,1,1,0,,1,1,0,,1.2,3.0,8.0,101.0,1.0,0.0,0.4102564102564103,4.0,0.0,0.0,3.0,14.0,0.0,28.0,1.0,18.0,1.0,,,,,,,,,
4665134,git@github.com:apache/flink.git,feature envy,function,flink-runtime/src/main/java/org/apache/flink/runtime/concurrent/DirectExecutorService.java,180,207,DirectExecutorService,class,invokeAny,180,207,0,2,1,0,0,0,0,0,0,0,0,2.0,0.0,8.0,135.0,0.0,58.0,0.875,5.0,2.0,0.0,2.0,13.0,0.0,24.0,0.1282051282051282,26.0,0.8461538461538461,0.0,5.0,5.0,0.0,1.0,3.0,18.0,8.0,3.0
4625995,git@github.com:apache/flink.git,blob,class,flink-runtime/src/main/java/org/apache/flink/runtime/io/disk/iomanager/AsynchronousFileIOChannel.java,43,284,AsynchronousFileIOChannel,class,AsynchronousFileIOChannel,43,284,,2,1,0,0,0,0,0,0,0,0,3.0,0.0,9.0,85.0,1.0,1.0,0.75,7.0,1.0,7.0,8.0,7.0,0.0,25.0,0.16666666666666666,24.0,0.75,,,,,,,,,
4671530,git@github.com:apache/flink.git,long method,function,flink-runtime/src/main/java/org/apache/flink/runtime/state/StateSerializerProvider.java,295,300,LazilyRegisteredStateSerializerProvider,class,setPreviousSerializerSnapshotForRestoredState,295,300,0,2,1,0,0,0,0,0,0,0,0,2.0,3.0,5.0,23.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0
4665122,git@github.com:apache/flink.git,blob,class,flink-runtime/src/main/java/org/apache/flink/runtime/concurrent/DirectExecutorService.java,37,252,DirectExecutorService,class,DirectExecutorService,37,252,,4,0,1,1,0,,1,1,0,,2.0,0.0,8.0,135.0,0.0,58.0,0.875,5.0,2.0,0.0,2.0,13.0,0.0,24.0,0.1282051282051282,26.0,0.8461538461538461,,,,,,,,,
4657705,git@github.com:apache/flink.git,blob,class,flink-table/flink-table-runtime-blink/src/main/java/org/apache/flink/table/dataformat/DataFormatConverters.java,673,685,PrimitiveByteArrayConverter,class,PrimitiveByteArrayConverter,673,685,,2,1,0,0,0,0,0,0,0,0,1.0,1.0,2.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,,,,,,,,,
4651628,git@github.com:apache/flink.git,long method,function,flink-state-backends/flink-statebackend-rocksdb/src/main/java/org/apache/flink/contrib/streaming/state/RocksDBCachingPriorityQueueSet.java,383,392,RocksDBCachingPriorityQueueSet,class,deserializeElement,383,392,0,1,1,0,0,0,0,0,0,0,0,2.45,5.0,16.0,261.0,0.0,113.0,0.9145299145299144,7.0,2.0,0.0,13.0,19.0,0.0,57.0,0.35555555555555557,49.0,0.8,1.0,2.0,4.0,1.0,0.75,2.0,8.0,7.0,1.0
